step,environment,gps_error,rtk_error,ekf_error,recovery_active
113,TUNNEL,,,22.116632764765132,0
114,TUNNEL,,,22.565790931178608,0
115,TUNNEL,,,23.01754345801271,0
116,TUNNEL,,,23.471915788255124,0
117,TUNNEL,,,23.92781817829645,0
118,TUNNEL,,,24.38547801809567,0
119,TUNNEL,,,24.84444075710859,0
120,TUNNEL,,,25.30439870174048,0
121,TUNNEL,,,25.765170822070882,0
122,TUNNEL,,,26.2269753595254,0
123,TUNNEL,,,26.689278613677477,0
124,TUNNEL,,,27.15238654076884,0
125,TUNNEL,,,27.61643069427672,0
126,TUNNEL,,,28.08104394262871,0
127,TUNNEL,,,28.546044888296663,0
128,TUNNEL,,,29.012067851541254,0
129,TUNNEL,,,29.478636743270304,0
130,TUNNEL,,,29.946433178621678,0
131,TUNNEL,,,30.415320212682342,0
132,TUNNEL,,,30.885518793254235,0
133,TUNNEL,,,31.356751518013265,0
134,TUNNEL,,,31.82905915943402,0
135,TUNNEL,,,32.30221468127193,0
136,TUNNEL,,,32.777039725572784,0
137,TUNNEL,,,33.25278057222638,0
138,TUNNEL,,,33.72969666540261,0
139,TUNNEL,,,34.207446890719424,0
140,TUNNEL,,,34.68665458812805,0
141,TUNNEL,,,35.166334202021815,0
142,TUNNEL,,,35.64685950535561,0
143,TUNNEL,,,36.12725177696546,0
144,TUNNEL,,,36.60805826752231,0
145,TUNNEL,,,37.08960222648837,0
146,TUNNEL,,,37.57214146990852,0
147,TUNNEL,,,38.0553627875741,0
148,TUNNEL,,,38.53955037750813,0
149,TUNNEL,,,39.02372070948577,0
150,TUNNEL,,,39.50773306791481,0
151,TUNNEL,,,39.99182165366573,0
152,TUNNEL,,,40.475953978441005,0
153,TUNNEL,,,40.95993727289328,0
154,TUNNEL,,,41.44416119968168,0
155,TUNNEL,,,41.92841646705873,0
156,TUNNEL,,,42.41287220742304,0
157,TUNNEL,,,42.89741598156769,0
158,TUNNEL,,,43.381803186754624,0
159,TUNNEL,,,43.8664100714354,0
160,TUNNEL,,,44.35088112974394,0
161,TUNNEL,,,44.834885379927606,0
162,TUNNEL,,,45.31953025529088,0
163,TUNNEL,,,45.80448831357734,0
164,TUNNEL,,,46.289440271268674,0
165,TUNNEL,,,46.77450471428179,0
166,TUNNEL,,,47.259615370226484,0
167,TUNNEL,,,47.745024362774984,0
168,TUNNEL,,,48.23042243070418,0
169,TUNNEL,,,48.71506405703632,0
170,TUNNEL,,,49.20004395689441,0
171,TUNNEL,,,49.68526723581587,0
172,TUNNEL,,,50.17064803000825,0
173,TUNNEL,,,50.65603556235912,0
174,TUNNEL,,,51.14128351058255,0
175,TUNNEL,,,51.626216620966694,0
176,TUNNEL,,,52.111577939802125,0
177,TUNNEL,,,52.59701330060974,0
178,TUNNEL,,,53.08250906355795,0
179,TUNNEL,,,53.5680401033739,0
180,TUNNEL,,,54.05381214139484,0
181,TUNNEL,,,54.539905251826774,0
182,TUNNEL,,,55.02604668442063,0
183,TUNNEL,,,55.51161549768486,0
184,TUNNEL,,,55.997629725584844,0
185,TUNNEL,,,56.48301245036856,0
186,TUNNEL,,,56.96868291363408,0
187,TUNNEL,,,57.4548810680361,0
188,TUNNEL,,,57.941394134371116,0
189,TUNNEL,,,58.427683413553495,0
190,TUNNEL,,,58.91388908546224,0
191,TUNNEL,,,59.4003082758393,0
192,TUNNEL,,,59.88705636009459,0
193,TUNNEL,,,60.37389018605142,0
194,TUNNEL,,,60.86108283264705,0
195,TUNNEL,,,61.34804536587209,0
196,TUNNEL,,,61.83482859825581,0
197,TUNNEL,,,62.32109706595254,0
198,TUNNEL,,,62.80747897509754,0
199,TUNNEL,,,63.293842853197084,0
200,TUNNEL,,,63.78030021428944,0
201,TUNNEL,,,64.26657686351616,0
202,TUNNEL,,,64.75322481716034,0
203,TUNNEL,,,65.23996210917424,0
204,TUNNEL,,,65.72634697951713,0
205,TUNNEL,,,66.21257974279065,0
206,TUNNEL,,,66.69911849420727,0
207,TUNNEL,,,67.18580551700396,0
208,TUNNEL,,,67.67193920109997,0
209,TUNNEL,,,68.15845858027323,0
210,TUNNEL,,,68.64550284651705,0
211,TUNNEL,,,69.13251885442006,0
212,TUNNEL,,,69.61956485321151,0
213,TUNNEL,,,70.10645625041812,0
214,TUNNEL,,,70.59350970980994,0
215,TUNNEL,,,71.08083162566066,0
216,TUNNEL,,,71.56889261761293,0
217,TUNNEL,,,72.05669507275755,0
218,TUNNEL,,,72.54453939026591,0
219,TUNNEL,,,73.03201443640747,0
220,TUNNEL,,,73.51994911791816,0
221,TUNNEL,,,74.00817677291539,0
222,TUNNEL,,,74.49594545898995,0
223,TUNNEL,,,74.98361852573798,0
224,TUNNEL,,,75.47170437356804,0
225,TUNNEL,,,75.95972736642538,0
226,TUNNEL,,,76.44765964698102,0
227,TUNNEL,,,76.93558782723112,0
228,TUNNEL,,,77.4233788378851,0
229,TUNNEL,,,77.91069479343041,0
230,TUNNEL,,,78.39782662068377,0
231,TUNNEL,,,78.885058061278,0
232,TUNNEL,,,79.37222473303459,0
233,TUNNEL,,,79.85926772481503,0
234,TUNNEL,,,80.34684715082577,0
235,TUNNEL,,,80.83401906316796,0
236,TUNNEL,,,81.32128494648845,0
237,TUNNEL,,,81.80886818180345,0
238,TUNNEL,,,82.29715835529586,0
239,TUNNEL,,,82.78565667263472,0
240,TUNNEL,,,83.27393310090532,0
241,TUNNEL,,,83.76165143517403,0
242,TUNNEL,,,84.24908200940082,0
243,TUNNEL,,,84.73720769177547,0
244,TUNNEL,,,85.22564624566179,0
245,TUNNEL,,,85.71371992039649,0
246,TUNNEL,,,86.20184248349136,0
247,TUNNEL,,,86.69016439992693,0
248,TUNNEL,,,87.17885931742234,0
249,TUNNEL,,,87.66739573188204,0
250,TUNNEL,,,88.15591653496908,0
251,TUNNEL,,,88.64458629741837,0
252,TUNNEL,,,89.13370466547639,0
253,TUNNEL,,,89.62243888918793,0
254,TUNNEL,,,90.11074761116983,0
255,TUNNEL,,,90.5991722961906,0
256,TUNNEL,,,91.08752049796557,0
257,TUNNEL,,,91.57571485213937,0
258,TUNNEL,,,92.06421103765787,0
259,TUNNEL,,,92.55321067142324,0
260,TUNNEL,,,93.0418932522874,0
261,TUNNEL,,,93.53125006580451,0
262,TUNNEL,,,94.02074917484528,0
263,TUNNEL,,,94.50972703471028,0
264,TUNNEL,,,94.99825363611724,0
265,TUNNEL,,,95.48688900010424,0
266,TUNNEL,,,95.97571117037843,0
267,TUNNEL,,,96.4649123935803,0
268,TUNNEL,,,96.95359656834493,0
269,TUNNEL,,,97.44298031063212,0
270,TUNNEL,,,97.932717420616,0
271,TUNNEL,,,98.42247590443702,0
272,TUNNEL,,,98.91163774173967,0
273,TUNNEL,,,99.40082238399924,0
274,TUNNEL,,,99.89051254813215,0
275,TUNNEL,,,100.37980369116545,0
276,TUNNEL,,,100.86918875623543,0
277,TUNNEL,,,101.35812561022108,0
278,TUNNEL,,,101.84766509750789,0
279,TUNNEL,,,102.33675087428995,0
280,TUNNEL,,,102.82618964811273,0
281,TUNNEL,,,103.31551978636149,0
282,TUNNEL,,,103.80336172834879,0
283,TUNNEL,,,104.29034483428934,0
284,TUNNEL,,,104.77617925505204,0
285,TUNNEL,,,105.2611922511975,0
286,TUNNEL,,,105.74577458495712,0
287,TUNNEL,,,106.2292397208566,0
288,TUNNEL,,,106.7120028104388,0
289,TUNNEL,,,107.19394313294629,0
290,TUNNEL,,,107.67529020055878,0
291,TUNNEL,,,108.15608479140272,0
292,TUNNEL,,,108.63764642898414,0
293,TUNNEL,,,109.1028847287755,0
294,TUNNEL,,,109.53647768528299,0
295,TUNNEL,,,109.92858317390156,0
296,TUNNEL,,,110.27503759750341,0
297,TUNNEL,,,110.57535667828967,0
298,TUNNEL,,,110.83171028373171,0
299,TUNNEL,,,111.04770781688903,0
300,TUNNEL,,,111.22869018288246,0
301,TUNNEL,,,111.3790416302371,0
302,TUNNEL,,,111.50355629430344,0
303,TUNNEL,,,111.60573472205003,0
304,TUNNEL,,,111.69166416880552,0
305,TUNNEL,,,111.74031926113658,0
306,TUNNEL,,,111.74436545080212,0
307,TUNNEL,,,111.70943009968902,0
308,TUNNEL,,,111.6516817452455,0
309,TUNNEL,,,111.58764839667685,0
310,TUNNEL,,,111.53355444170963,0
311,TUNNEL,,,111.50106222644081,0
312,TUNNEL,,,111.49733937193271,0
313,TUNNEL,,,111.52615911042406,0
314,TUNNEL,,,111.58869353806276,0
315,TUNNEL,,,111.6841215878596,0
316,TUNNEL,,,111.8109118956219,0
317,TUNNEL,,,111.96669838886628,0
318,TUNNEL,,,112.15118291738625,0
319,TUNNEL,,,112.40113926704191,0
320,TUNNEL,,,112.74289305515055,0
321,TUNNEL,,,113.18113641546745,0
322,TUNNEL,,,113.70281368084493,0
323,TUNNEL,,,114.28444241921348,0
324,TUNNEL,,,114.89992970836629,0
325,TUNNEL,,,115.52720610292903,0
326,TUNNEL,,,116.14964514526727,0
327,TUNNEL,,,116.75635643713815,0
328,TUNNEL,,,117.3411279105166,0
329,TUNNEL,,,117.90024583686711,0
330,TUNNEL,,,118.4328521679903,0
331,TUNNEL,,,118.9420790958715,0
332,TUNNEL,,,119.39256277468847,0
333,TUNNEL,,,119.75046471506023,0
334,TUNNEL,,,120.00564146864116,0
335,TUNNEL,,,120.16785444377234,0
336,TUNNEL,,,120.25861529216722,0
337,TUNNEL,,,120.30452108796558,0
338,TUNNEL,,,120.32958039125411,0
339,TUNNEL,,,120.35291389720784,0
340,TUNNEL,,,120.38860994339353,0
341,TUNNEL,,,120.44550710855677,0
342,TUNNEL,,,120.52882755997672,0
343,TUNNEL,,,120.64062088650184,0
344,TUNNEL,,,120.78318444372692,0
345,TUNNEL,,,120.99589280034526,0
346,TUNNEL,,,121.30945080643231,0
347,TUNNEL,,,121.73232898757786,0
348,TUNNEL,,,122.25163089327164,0
349,TUNNEL,,,122.84162052572117,0
350,TUNNEL,,,123.47352681607137,0
351,TUNNEL,,,124.12225420853507,0
352,TUNNEL,,,124.76834883228028,0
353,TUNNEL,,,125.3991412617325,0
354,TUNNEL,,,126.00690255575383,0
355,TUNNEL,,,126.58732479162036,0
356,TUNNEL,,,127.139498924039,0
357,TUNNEL,,,127.66562824229626,0
358,TUNNEL,,,128.12985047566443,0
359,TUNNEL,,,128.49948258462587,0
360,TUNNEL,,,128.7656122780113,0
361,TUNNEL,,,128.9408332992767,0
362,TUNNEL,,,129.0512040497604,0
363,TUNNEL,,,129.12514919957866,0
364,TUNNEL,,,129.18685842027656,0
365,TUNNEL,,,129.2538893198242,0
366,TUNNEL,,,129.34073734142913,0
367,TUNNEL,,,129.45444657093807,0
368,TUNNEL,,,129.59966020081632,0
369,TUNNEL,,,129.77673857197956,0
370,TUNNEL,,,129.98708054601738,0
371,TUNNEL,,,130.26920385329134,0
372,TUNNEL,,,130.6515616715129,0
373,TUNNEL,,,131.13823244188896,0
374,TUNNEL,,,131.71163892574822,0
375,TUNNEL,,,132.34378144897687,0
376,TUNNEL,,,133.00595436866627,0
377,TUNNEL,,,133.67359370678443,0
378,TUNNEL,,,134.32882849638253,0
379,TUNNEL,,,134.96010403015316,0
380,TUNNEL,,,135.56140156038015,0
381,TUNNEL,,,136.12960316291029,0
382,TUNNEL,,,136.66541010260144,0
383,TUNNEL,,,137.17165309038643,0
384,TUNNEL,,,137.61330802544506,0
385,TUNNEL,,,137.9604047856421,0
386,TUNNEL,,,138.21013983509548,0
387,TUNNEL,,,138.37961447134475,0
388,TUNNEL,,,138.49666669467703,0
389,TUNNEL,,,138.58910938883884,0
390,TUNNEL,,,138.68134946037412,0
391,TUNNEL,,,138.7902839850009,0
392,TUNNEL,,,138.92663449540802,0
393,TUNNEL,,,139.09660604400568,0
394,TUNNEL,,,139.30319529705406,0
395,TUNNEL,,,139.5455227786725,0
396,TUNNEL,,,139.82248399038934,0
397,TUNNEL,,,140.17176121482737,0
398,TUNNEL,,,140.6178381989588,0
399,TUNNEL,,,141.160090185996,0
400,TUNNEL,,,141.77799770924557,0
401,TUNNEL,,,142.4423469124814,0
402,TUNNEL,,,143.12353436058834,0
403,TUNNEL,,,143.79735483457569,0
404,TUNNEL,,,144.44872468164914,0
405,TUNNEL,,,145.06768254888289,0
406,TUNNEL,,,145.6502252286249,0
407,TUNNEL,,,146.19477827512225,0
408,TUNNEL,,,146.70334688497,0
409,TUNNEL,,,147.1800375445664,0
410,TUNNEL,,,147.58328643924517,0
411,TUNNEL,,,147.88177321029426,0
412,TUNNEL,,,148.09022868781202,0
413,TUNNEL,,,148.25744147426263,0
414,TUNNEL,,,148.43730876027828,0
415,TUNNEL,,,148.67176771081236,0
416,TUNNEL,,,148.9843205935186,0
417,TUNNEL,,,149.38241486146097,0
418,TUNNEL,,,149.8617396376394,0
419,TUNNEL,,,150.41333085841458,0
420,TUNNEL,,,151.02486665628518,0
421,TUNNEL,,,151.68474546979473,0
422,TUNNEL,,,152.38115913699284,0
423,TUNNEL,,,153.10522530374288,0
424,TUNNEL,,,153.8269419869663,0
425,TUNNEL,,,154.50309530930082,0
426,TUNNEL,,,155.09935172111688,0
427,TUNNEL,,,155.59639959197776,0
428,TUNNEL,,,155.99252434053972,0
429,TUNNEL,,,156.29792400418816,0
430,TUNNEL,,,156.51564716023535,0
431,TUNNEL,,,156.68498585840163,0
432,TUNNEL,,,156.86914083959002,0
433,TUNNEL,,,157.12273107880233,0
434,TUNNEL,,,157.47602146859057,0
435,TUNNEL,,,157.93450591312813,0
436,TUNNEL,,,158.48394670552952,0
437,TUNNEL,,,159.10366175423798,0
438,TUNNEL,,,159.73560930435724,0
439,TUNNEL,,,160.30912552611835,0
440,TUNNEL,,,160.77944361846104,0
441,TUNNEL,,,161.1342152064106,0
442,TUNNEL,,,161.38906535032865,0
443,TUNNEL,,,161.56942179221724,0
444,TUNNEL,,,161.7240642147022,0
445,TUNNEL,,,161.92644719685558,0
446,TUNNEL,,,162.23477720709332,0
447,TUNNEL,,,162.66806067947346,0
448,TUNNEL,,,163.21140244784368,0
449,TUNNEL,,,163.82938557944922,0
450,TUNNEL,,,164.48104750995608,0
451,TUNNEL,,,165.0954522998729,0
452,TUNNEL,,,165.6068162087717,0
453,TUNNEL,,,165.98698357019114,0
454,TUNNEL,,,166.25399361214198,0
455,TUNNEL,,,166.45074693177426,0
456,TUNNEL,,,166.62640518751942,0
457,TUNNEL,,,166.81857118762906,0
458,TUNNEL,,,167.09479923497182,0
459,TUNNEL,,,167.4987069072305,0
460,TUNNEL,,,168.01912650606238,0
461,TUNNEL,,,168.6066385401882,0
462,TUNNEL,,,169.2038391174954,0
463,TUNNEL,,,169.76260852176566,0
464,TUNNEL,,,170.25660460061047,0
465,TUNNEL,,,170.6358436410667,0
466,TUNNEL,,,170.90102056222946,0
467,TUNNEL,,,171.10109660816892,0
468,TUNNEL,,,171.30183128811072,0
469,TUNNEL,,,171.55789110778773,0
470,TUNNEL,,,171.8995315319251,0
471,TUNNEL,,,172.33056873694562,0
472,TUNNEL,,,172.85961585513803,0
473,TUNNEL,,,173.45068073364857,0
474,TUNNEL,,,174.03425430738648,0
475,TUNNEL,,,174.54780439565425,0
476,TUNNEL,,,174.9593896481889,0
477,TUNNEL,,,175.264599666874,0
478,TUNNEL,,,175.4812644228416,0
479,TUNNEL,,,175.63609383819718,0
480,TUNNEL,,,175.79684998893265,0
481,TUNNEL,,,176.03423677550674,0
482,TUNNEL,,,176.3852237547587,0
483,TUNNEL,,,176.85062218691084,0
484,TUNNEL,,,177.4071737550848,0
485,TUNNEL,,,178.01868359459402,0
486,TUNNEL,,,178.62634051823562,0
487,TUNNEL,,,179.1568560831239,0
488,TUNNEL,,,179.56571000256145,0
489,TUNNEL,,,179.84888318677747,0
490,TUNNEL,,,180.03818393710444,0
491,TUNNEL,,,180.1769541924437,0
492,TUNNEL,,,180.3026111369331,0
493,TUNNEL,,,180.48860805493516,0
494,TUNNEL,,,180.79269341449552,0
495,TUNNEL,,,181.22436138109288,0
496,TUNNEL,,,181.74883698560294,0
497,TUNNEL,,,182.31306927322225,0
498,TUNNEL,,,182.86791847409964,0
499,TUNNEL,,,183.37787875417283,0
500,TUNNEL,,,183.78373047600599,0
501,TUNNEL,,,184.06282497843702,0
502,TUNNEL,,,184.2458268622912,0
503,TUNNEL,,,184.3932320218392,0
504,TUNNEL,,,184.562581675765,0
505,TUNNEL,,,184.79507641433008,0
506,TUNNEL,,,185.104049515437,0
507,TUNNEL,,,185.52017959922634,0
508,TUNNEL,,,186.02612528278917,0
509,TUNNEL,,,186.56041255127434,0
510,TUNNEL,,,187.05735645752398,0
511,TUNNEL,,,187.47131098403878,0
512,TUNNEL,,,187.7862654041003,0
513,TUNNEL,,,188.00623692860344,0
514,TUNNEL,,,188.14015808096116,0
515,TUNNEL,,,188.24297956805827,0
516,TUNNEL,,,188.38583619947534,0
517,TUNNEL,,,188.62254998003294,0
518,TUNNEL,,,188.97116122466556,0
519,TUNNEL,,,189.42296922360734,0
520,TUNNEL,,,189.94737993547915,0
521,TUNNEL,,,190.48905424947608,0
522,TUNNEL,,,190.9565795010374,0
523,TUNNEL,,,191.28032432867553,0
524,TUNNEL,,,191.47838654032276,0
525,TUNNEL,,,191.62047681598182,0
526,TUNNEL,,,191.7812783651757,0
527,TUNNEL,,,192.01233913305396,0
528,TUNNEL,,,192.33440054622395,0
529,TUNNEL,,,192.74640171293134,0
530,TUNNEL,,,193.2356749346873,0
531,TUNNEL,,,193.78563049390084,0
532,TUNNEL,,,194.378376667409,0
533,TUNNEL,,,194.99847946209175,0
534,TUNNEL,,,195.62852751830462,0
535,TUNNEL,,,196.24037264729805,0
536,TUNNEL,,,196.80188901484956,0
537,TUNNEL,,,197.28143097964747,0
538,TUNNEL,,,197.66336507641225,0
539,TUNNEL,,,197.9451369228983,0
540,TUNNEL,,,198.13556423537165,0
541,TUNNEL,,,198.24758601986454,0
542,TUNNEL,,,198.29767507319897,0
543,TUNNEL,,,198.29965896174846,0
544,TUNNEL,,,198.26703703342181,0
545,TUNNEL,,,198.20961231731962,0
546,TUNNEL,,,198.13518048264405,0
547,TUNNEL,,,198.05056433304392,0
548,TUNNEL,,,197.9647063126596,0
549,TUNNEL,,,197.88648639768155,0
550,TUNNEL,,,197.82524911230666,0
551,TUNNEL,,,197.7880892870815,0
552,TUNNEL,,,197.78029636417253,0
553,TUNNEL,,,197.8023874694545,0
554,TUNNEL,,,197.85514090436237,0
555,TUNNEL,,,197.93669787269783,0
556,TUNNEL,,,198.04498736400922,0
557,TUNNEL,,,198.17708483510344,0
558,TUNNEL,,,198.32966108673799,0
559,TUNNEL,,,198.49949780459602,0
560,TUNNEL,,,198.68286629032863,0
561,TUNNEL,,,198.88383687585443,0
562,TUNNEL,,,199.10508276723385,0
563,TUNNEL,,,199.34734589541563,0
564,TUNNEL,,,199.61027968810913,0
565,TUNNEL,,,199.89221134909195,0
566,TUNNEL,,,200.1916578926759,0
567,TUNNEL,,,200.5062011819104,0
568,TUNNEL,,,200.8338664103868,0
569,TUNNEL,,,201.17255111172005,0
570,TUNNEL,,,201.52052584639839,0
571,TUNNEL,,,201.87565621955346,0
572,TUNNEL,,,202.2363079580828,0
573,TUNNEL,,,202.60069593267485,0
574,TUNNEL,,,202.96983358655746,0
575,TUNNEL,,,203.34391021194392,0
576,TUNNEL,,,203.72279368397335,0
577,TUNNEL,,,204.10651633231305,0
578,TUNNEL,,,204.49380501207364,0
579,TUNNEL,,,204.88444683489672,0
580,TUNNEL,,,205.27787495961618,0
581,TUNNEL,,,205.6729074703095,0
582,TUNNEL,,,206.06908114199487,0
583,TUNNEL,,,206.466701544505,0
584,TUNNEL,,,206.86468939900163,0
585,TUNNEL,,,207.26277155354293,0
586,TUNNEL,,,207.66068433381832,0
587,TUNNEL,,,208.05741615938172,0
588,TUNNEL,,,208.45246021202186,0
589,TUNNEL,,,208.84630740421892,0
590,TUNNEL,,,209.2399983615515,0
591,TUNNEL,,,209.6335155169053,0
592,TUNNEL,,,210.0261778060414,0
593,TUNNEL,,,210.4176701174351,0
594,TUNNEL,,,210.80824738184833,0
595,TUNNEL,,,211.1977986555535,0
596,TUNNEL,,,211.58570109165493,0
597,TUNNEL,,,211.97261069258582,0
598,TUNNEL,,,212.35737945470322,0
599,TUNNEL,,,212.7410581830099,0
600,TUNNEL,,,213.12379782639678,0
601,TUNNEL,,,213.5048264179608,0
602,TUNNEL,,,213.88370462328893,0
603,TUNNEL,,,214.2595149100939,0
604,TUNNEL,,,214.63342993063654,0
605,TUNNEL,,,215.00584125876912,0
606,TUNNEL,,,215.37535840655534,0
607,TUNNEL,,,215.74205372283419,0
608,TUNNEL,,,216.10668141501554,0
609,TUNNEL,,,216.46960290088816,0
610,TUNNEL,,,216.83043333300697,0
611,TUNNEL,,,217.1893037568178,0
612,TUNNEL,,,217.54603572333494,0
613,TUNNEL,,,217.9007054410701,0
614,TUNNEL,,,218.25396774227937,0
615,TUNNEL,,,218.6049742686345,0
616,TUNNEL,,,218.95331445049032,0
617,TUNNEL,,,219.29942209367647,0
618,TUNNEL,,,219.64244130618778,0
619,TUNNEL,,,219.9832970070915,0
620,TUNNEL,,,220.32213033767167,0
621,TUNNEL,,,220.658566025155,0
622,TUNNEL,,,220.9918917303848,0
623,TUNNEL,,,221.32526216482407,0
624,TUNNEL,,,221.6608621755161,0
625,TUNNEL,,,222.00403525547017,0
626,TUNNEL,,,222.35049555493396,0
627,TUNNEL,,,222.7000690411012,0
628,TUNNEL,,,223.0430891790216,0
629,TUNNEL,,,223.37271930041516,0
630,TUNNEL,,,223.70573537549785,0
631,TUNNEL,,,224.04342907291814,0
632,TUNNEL,,,224.38897338026075,0
