System,Mean_RMSE,Mean_Std,Median,P95,Max_Peak,Max_Std
GPS,6.124466603790188,0.05854742387304273,5.704283494779093,12.204705294524533,19.980718278821467,1.0232919775761322
RTK,0.9646145317621242,0.006426562976553669,0.9032069712748776,1.989677993388441,4.216675764380166,0.39462767963677864
INS_EKF,91.49575605680555,81.02219445982796,91.81809615650609,185.8423600494012,200.51837592033786,173.64831490411237
