step,environment,gps_error,rtk_error,ekf_error
56,TUNNEL,,,0.7518410715532772
57,TUNNEL,,,0.7519463213776593
58,TUNNEL,,,0.7519386171938216
59,TUNNEL,,,0.7518810867802774
60,TUNNEL,,,0.7517394091979418
61,TUNNEL,,,0.7515811756155176
62,TUNNEL,,,0.7513962469236991
63,TUNNEL,,,0.7512522586601744
64,TUNNEL,,,0.7511262780128393
65,TUNNEL,,,0.7510712847110174
66,TUNNEL,,,0.7510587919537641
67,TUNNEL,,,0.7510912146331162
68,TUNNEL,,,0.7511466813992715
69,TUNNEL,,,0.7512006846251597
70,TUNNEL,,,0.7512592684180167
71,TUNNEL,,,0.7512946895083054
72,TUNNEL,,,0.7513211227601178
73,TUNNEL,,,0.751323358075554
74,TUNNEL,,,0.7513401766480753
75,TUNNEL,,,0.7513303736307371
76,TUNNEL,,,0.7513534542563866
77,TUNNEL,,,0.7513677234999308
78,TUNNEL,,,0.7514301393269726
79,TUNNEL,,,0.7514704610523266
80,TUNNEL,,,0.7515744412408124
81,TUNNEL,,,0.7516411536919618
82,TUNNEL,,,0.7517650006314273
83,TUNNEL,,,0.7518449223022697
84,TUNNEL,,,0.7519802319559535
85,TUNNEL,,,0.7520664060130184
86,TUNNEL,,,0.7522043374390949
87,TUNNEL,,,0.7522752709797532
88,TUNNEL,,,0.752430956661476
89,TUNNEL,,,0.7525145608323959
90,TUNNEL,,,0.7526842229156139
91,TUNNEL,,,0.752777626603759
92,TUNNEL,,,0.7529846109221894
93,TUNNEL,,,0.7531036231549725
94,TUNNEL,,,0.7533160390383558
95,TUNNEL,,,0.7534423702668478
96,TUNNEL,,,0.753682919211317
97,TUNNEL,,,0.7538250626841786
98,TUNNEL,,,0.7540731850474742
99,TUNNEL,,,0.754215630361638
100,TUNNEL,,,0.7544749205108978
101,TUNNEL,,,0.7546192541329152
102,TUNNEL,,,0.7549093740526767
103,TUNNEL,,,0.7550751914889556
104,TUNNEL,,,0.755372906734632
105,TUNNEL,,,0.7555370895344776
106,TUNNEL,,,0.7558506687879045
107,TUNNEL,,,0.7560255796878731
108,TUNNEL,,,0.7563619172223005
109,TUNNEL,,,0.7565544636462457
110,TUNNEL,,,0.7569161554090451
111,TUNNEL,,,0.7571166297012445
112,TUNNEL,,,0.7575029246179119
113,TUNNEL,,,0.7577292551299222
114,TUNNEL,,,0.7581257032261266
115,TUNNEL,,,0.7583598966117148
116,TUNNEL,,,0.7587732268098657
117,TUNNEL,,,0.7589978200516133
118,TUNNEL,,,0.7594272624498726
119,TUNNEL,,,0.7596692656343148
120,TUNNEL,,,0.7601149764053609
121,TUNNEL,,,0.7603641737987072
122,TUNNEL,,,0.7608200958054133
123,TUNNEL,,,0.76108845023271
124,TUNNEL,,,0.7615629796768292
125,TUNNEL,,,0.7618400190648356
126,TUNNEL,,,0.7623354762765532
127,TUNNEL,,,0.7626178248823189
128,TUNNEL,,,0.7631375013500491
129,TUNNEL,,,0.7634219016229624
130,TUNNEL,,,0.7639446030823368
131,TUNNEL,,,0.7642334991847951
132,TUNNEL,,,0.7647705825918519
133,TUNNEL,,,0.7650829646969909
134,TUNNEL,,,0.7656405022436323
135,TUNNEL,,,0.7659644813717443
136,TUNNEL,,,0.7665356399816622
137,TUNNEL,,,0.7668626778100425
138,TUNNEL,,,0.7674575935849963
139,TUNNEL,,,0.767791723736677
140,TUNNEL,,,0.7684100109546022
141,TUNNEL,,,0.7687581706182641
142,TUNNEL,,,0.7693798152182837
143,TUNNEL,,,0.7697406884645693
144,TUNNEL,,,0.7703836130742469
145,TUNNEL,,,0.7707557650431499
146,TUNNEL,,,0.7714084151682218
147,TUNNEL,,,0.7717830254534218
148,TUNNEL,,,0.7724569068765293
149,TUNNEL,,,0.7728376830091406
150,TUNNEL,,,0.7735280836360409
151,TUNNEL,,,0.7739157421428573
152,TUNNEL,,,0.7746291213984516
153,TUNNEL,,,0.7750371980688916
154,TUNNEL,,,0.7757628233812026
155,TUNNEL,,,0.7761710827634268
156,TUNNEL,,,0.7769113019248359
157,TUNNEL,,,0.777334067351393
158,TUNNEL,,,0.7781024965655816
159,TUNNEL,,,0.778517708816852
160,TUNNEL,,,0.7792959282544802
161,TUNNEL,,,0.7797286162094423
162,TUNNEL,,,0.7805157628999416
163,TUNNEL,,,0.7809719205805966
164,TUNNEL,,,0.7817767830849953
165,TUNNEL,,,0.7822420830104355
166,TUNNEL,,,0.7830631844744156
167,TUNNEL,,,0.7835321527264949
168,TUNNEL,,,0.7843647665642094
169,TUNNEL,,,0.7848236640222012
170,TUNNEL,,,0.7856727460215593
171,TUNNEL,,,0.7861484001516094
172,TUNNEL,,,0.7870200179189591
173,TUNNEL,,,0.7875177536362148
174,TUNNEL,,,0.7883922009389984
175,TUNNEL,,,0.7888972658972235
176,TUNNEL,,,0.7897841084071646
177,TUNNEL,,,0.7902867841287391
178,TUNNEL,,,0.7912005994107973
179,TUNNEL,,,0.7917119960567508
180,TUNNEL,,,0.7926456767037572
181,TUNNEL,,,0.793172471599387
182,TUNNEL,,,0.7941021676287309
183,TUNNEL,,,0.7946244156330731
184,TUNNEL,,,0.7955661310435505
185,TUNNEL,,,0.7960987698138627
186,TUNNEL,,,0.7970711972021264
187,TUNNEL,,,0.7976130741974496
188,TUNNEL,,,0.7985926644124959
189,TUNNEL,,,0.799139630496769
190,TUNNEL,,,0.8001400104008953
191,TUNNEL,,,0.8006871305855419
192,TUNNEL,,,0.8017063045577891
193,TUNNEL,,,0.8022940228219981
194,TUNNEL,,,0.8033279169914292
195,TUNNEL,,,0.8039238222882403
196,TUNNEL,,,0.804972386262533
197,TUNNEL,,,0.8055692515549474
198,TUNNEL,,,0.8066249619287345
199,TUNNEL,,,0.8072060075669307
200,TUNNEL,,,0.8082779119976287
201,TUNNEL,,,0.8088864079889916
202,TUNNEL,,,0.809964513229957
203,TUNNEL,,,0.8105793065320422
204,TUNNEL,,,0.8116862693268144
205,TUNNEL,,,0.8123175771612662
206,TUNNEL,,,0.8134186306109993
207,TUNNEL,,,0.8140258066835857
208,TUNNEL,,,0.8151567173857956
209,TUNNEL,,,0.815784029137778
210,TUNNEL,,,0.8169432256838118
211,TUNNEL,,,0.8175603782962656
212,TUNNEL,,,0.8186975203178273
213,TUNNEL,,,0.8193342856437463
214,TUNNEL,,,0.8204844147569221
215,TUNNEL,,,0.8211282326067832
216,TUNNEL,,,0.8222913986133538
217,TUNNEL,,,0.8229351347416672
218,TUNNEL,,,0.8241183017252387
219,TUNNEL,,,0.8247749196604954
220,TUNNEL,,,0.8259708079163272
221,TUNNEL,,,0.8266496970178948
222,TUNNEL,,,0.82787738717643
223,TUNNEL,,,0.8285662460337556
224,TUNNEL,,,0.8297963910007442
225,TUNNEL,,,0.8304893201339671
226,TUNNEL,,,0.8317385547955987
227,TUNNEL,,,0.832437932672754
228,TUNNEL,,,0.833703722142396
229,TUNNEL,,,0.8343886995503574
230,TUNNEL,,,0.8356465340423836
231,TUNNEL,,,0.8363444007053957
232,TUNNEL,,,0.837614243789556
233,TUNNEL,,,0.8383185637134746
234,TUNNEL,,,0.8395916088837377
235,TUNNEL,,,0.8403113242181317
236,TUNNEL,,,0.8416251051342478
237,TUNNEL,,,0.8423529737089445
238,TUNNEL,,,0.8436698778054165
239,TUNNEL,,,0.8444029810474873
240,TUNNEL,,,0.8457273987153292
241,TUNNEL,,,0.8464748154193639
242,TUNNEL,,,0.8478157114184165
243,TUNNEL,,,0.8485613091752187
244,TUNNEL,,,0.8499121330118766
245,TUNNEL,,,0.85066318768682
246,TUNNEL,,,0.8520328894304978
247,TUNNEL,,,0.8527715622804749
248,TUNNEL,,,0.8541449934867372
249,TUNNEL,,,0.8549023622850811
250,TUNNEL,,,0.8562759165364794
251,TUNNEL,,,0.8570405022490005
252,TUNNEL,,,0.8584256531212734
253,TUNNEL,,,0.8591896453208451
254,TUNNEL,,,0.8605996688432239
255,TUNNEL,,,0.861404205619801
256,TUNNEL,,,0.8628358618462668
257,TUNNEL,,,0.8636438121527471
258,TUNNEL,,,0.8650834452632002
259,TUNNEL,,,0.8659060610152711
260,TUNNEL,,,0.867348862034431
261,TUNNEL,,,0.8681354578464604
262,TUNNEL,,,0.8696113485964856
263,TUNNEL,,,0.8704369354834545
264,TUNNEL,,,0.8719163688959796
265,TUNNEL,,,0.8727338696793009
266,TUNNEL,,,0.8742121264423788
267,TUNNEL,,,0.8755620195635281
268,TUNNEL,,,0.8777871302355482
269,TUNNEL,,,0.8792604376466793
270,TUNNEL,,,0.8812663481265819
271,TUNNEL,,,0.8825025579577699
272,TUNNEL,,,0.8843120210216574
273,TUNNEL,,,0.8853903147405341
274,TUNNEL,,,0.8870916081328897
275,TUNNEL,,,0.8880872433823471
276,TUNNEL,,,0.8897020439580063
277,TUNNEL,,,0.890663035892559
278,TUNNEL,,,0.8922450727350596
279,TUNNEL,,,0.89385001298396
280,TUNNEL,,,0.896659012507144
281,TUNNEL,,,0.8986947495862155
282,TUNNEL,,,0.9011009767345496
283,TUNNEL,,,0.9027024209194637
284,TUNNEL,,,0.9047247560984579
285,TUNNEL,,,0.9060001058430801
286,TUNNEL,,,0.9078396284066347
287,TUNNEL,,,0.9089638633329744
288,TUNNEL,,,0.9106690700980772
289,TUNNEL,,,0.9116654120592378
290,TUNNEL,,,0.9132925693681588
291,TUNNEL,,,0.9142214897930743
292,TUNNEL,,,0.9165337388971239
293,TUNNEL,,,0.9188911075306901
294,TUNNEL,,,0.9216583364165514
295,TUNNEL,,,0.9235276852570511
296,TUNNEL,,,0.9257877479876763
297,TUNNEL,,,0.927213545051942
298,TUNNEL,,,0.929115389239735
299,TUNNEL,,,0.9302753032864315
300,TUNNEL,,,0.9319965525591273
301,TUNNEL,,,0.9329857920860446
302,TUNNEL,,,0.9345786269387166
303,TUNNEL,,,0.9354890197599781
304,TUNNEL,,,0.936986258718329
305,TUNNEL,,,0.9385680742018178
306,TUNNEL,,,0.9414813552877807
307,TUNNEL,,,0.9435891525169593
308,TUNNEL,,,0.9460195628822848
309,TUNNEL,,,0.9475676760371942
310,TUNNEL,,,0.9495258701070994
311,TUNNEL,,,0.9507037549618677
312,TUNNEL,,,0.9523973324241849
313,TUNNEL,,,0.9533569081624722
314,TUNNEL,,,0.954905860440969
315,TUNNEL,,,0.9557703617589106
316,TUNNEL,,,0.9572237580654819
317,TUNNEL,,,0.9579591781655654
318,TUNNEL,,,0.960091248102309
319,TUNNEL,,,0.9622466871450781
320,TUNNEL,,,0.9648232622549149
321,TUNNEL,,,0.966486364411631
322,TUNNEL,,,0.968484883387024
323,TUNNEL,,,0.9696983792816312
324,TUNNEL,,,0.9713235927507712
325,TUNNEL,,,0.9722566379489344
326,TUNNEL,,,0.9737122906654497
327,TUNNEL,,,0.9744874852077023
328,TUNNEL,,,0.9758334729878373
329,TUNNEL,,,0.9764955086769584
330,TUNNEL,,,0.9777229757894271
331,TUNNEL,,,0.97828069289448
332,TUNNEL,,,0.9802165528142115
333,TUNNEL,,,0.9822215845255848
334,TUNNEL,,,0.9846128143816162
335,TUNNEL,,,0.9861637528005156
336,TUNNEL,,,0.9880266498527994
337,TUNNEL,,,0.9890948898429006
338,TUNNEL,,,0.9906072876198743
339,TUNNEL,,,0.9914326836131621
340,TUNNEL,,,0.9927175123840627
341,TUNNEL,,,0.9933481640769806
342,TUNNEL,,,0.9945197291725676
343,TUNNEL,,,0.9950239784079525
344,TUNNEL,,,0.9961450686454572
345,TUNNEL,,,0.9973127336967043
346,TUNNEL,,,0.9996864701780622
347,TUNNEL,,,1.0013067381751115
348,TUNNEL,,,1.0032055838364877
349,TUNNEL,,,1.004304485087151
350,TUNNEL,,,1.0057483369123388
351,TUNNEL,,,1.0064982018019142
352,TUNNEL,,,1.0077224815687378
353,TUNNEL,,,1.008297575642325
354,TUNNEL,,,1.0093864032751954
355,TUNNEL,,,1.0098453121311888
356,TUNNEL,,,1.0108394630416706
357,TUNNEL,,,1.0111938959566402
358,TUNNEL,,,1.0127881885161625
359,TUNNEL,,,1.0143807761791472
360,TUNNEL,,,1.0163140111025522
361,TUNNEL,,,1.0174563628962183
362,TUNNEL,,,1.01886967493411
363,TUNNEL,,,1.019592165113699
364,TUNNEL,,,1.0207331771879924
365,TUNNEL,,,1.0212112926917973
366,TUNNEL,,,1.0221502760989094
367,TUNNEL,,,1.0225131950242108
368,TUNNEL,,,1.023385049715843
369,TUNNEL,,,1.0236694780258737
370,TUNNEL,,,1.0244510991627833
371,TUNNEL,,,1.0253064809273285
372,TUNNEL,,,1.0271973465674746
373,TUNNEL,,,1.028453115858806
374,TUNNEL,,,1.0299021752485353
375,TUNNEL,,,1.0306724874097917
376,TUNNEL,,,1.0316909457536505
377,TUNNEL,,,1.0321831825550238
378,TUNNEL,,,1.0330179855602322
379,TUNNEL,,,1.033329720196708
380,TUNNEL,,,1.0340949753294943
381,TUNNEL,,,1.0343087611843682
382,TUNNEL,,,1.0349966865244338
383,TUNNEL,,,1.0351407098046435
384,TUNNEL,,,1.036451360068175
385,TUNNEL,,,1.0380545178054168
386,TUNNEL,,,1.0398900120661587
387,TUNNEL,,,1.0409775919147977
388,TUNNEL,,,1.042210358784177
389,TUNNEL,,,1.0428364783114505
390,TUNNEL,,,1.043682598816392
391,TUNNEL,,,1.0440144424881637
392,TUNNEL,,,1.0447214130813487
393,TUNNEL,,,1.0449127264193676
394,TUNNEL,,,1.045533990951344
395,TUNNEL,,,1.0456569827205213
396,TUNNEL,,,1.0461453690835727
397,TUNNEL,,,1.0467411074577744
398,TUNNEL,,,1.0481110246326426
399,TUNNEL,,,1.0489611860105978
400,TUNNEL,,,1.0499380440441974
401,TUNNEL,,,1.0503347656894138
402,TUNNEL,,,1.0509915488339447
403,TUNNEL,,,1.0511894204695151
404,TUNNEL,,,1.052266287063276
405,TUNNEL,,,1.0533249112678154
406,TUNNEL,,,1.0544809682562215
407,TUNNEL,,,1.0551804214921443
408,TUNNEL,,,1.0559654967705376
409,TUNNEL,,,1.0563024696032464
410,TUNNEL,,,1.0568061122735657
411,TUNNEL,,,1.057505738387225
412,TUNNEL,,,1.0586188516056871
413,TUNNEL,,,1.0593067415054134
414,TUNNEL,,,1.0600328502539855
415,TUNNEL,,,1.0603640449376883
416,TUNNEL,,,1.06077690098299
417,TUNNEL,,,1.0609409762081583
418,TUNNEL,,,1.0617518462545719
419,TUNNEL,,,1.0624509391643546
420,TUNNEL,,,1.0631518479078166
421,TUNNEL,,,1.0635163121678732
422,TUNNEL,,,1.0638662964930188
423,TUNNEL,,,1.0640066498430734
424,TUNNEL,,,1.0642270357516113
425,TUNNEL,,,1.06469472190575
426,TUNNEL,,,1.0652805284118245
427,TUNNEL,,,1.0656484217672937
428,TUNNEL,,,1.065910229885919
429,TUNNEL,,,1.0660028808125308
430,TUNNEL,,,1.0661602714818645
431,TUNNEL,,,1.0661389221283142
432,TUNNEL,,,1.0666221493367023
433,TUNNEL,,,1.0669262992351227
434,TUNNEL,,,1.0671398589900567
435,TUNNEL,,,1.0672322506328504
436,TUNNEL,,,1.0672778704455355
437,TUNNEL,,,1.067256757779267
438,TUNNEL,,,1.0672712391786887
439,TUNNEL,,,1.0675945627727155
440,TUNNEL,,,1.0676976246319838
441,TUNNEL,,,1.067739174183283
442,TUNNEL,,,1.0676752152358366
443,TUNNEL,,,1.0675878463743202
444,TUNNEL,,,1.0675298804433853
445,TUNNEL,,,1.0674862486738925
446,TUNNEL,,,1.0677021601003591
447,TUNNEL,,,1.0676815045271415
448,TUNNEL,,,1.0674977745576428
449,TUNNEL,,,1.0673532209911523
450,TUNNEL,,,1.0671895065268924
451,TUNNEL,,,1.0671384850361354
452,TUNNEL,,,1.0670342599363556
453,TUNNEL,,,1.0672724033555503
454,TUNNEL,,,1.0669735303355932
455,TUNNEL,,,1.066819902225117
456,TUNNEL,,,1.066471997903115
457,TUNNEL,,,1.066380378389104
458,TUNNEL,,,1.0661637533201325
459,TUNNEL,,,1.0662027037986854
460,TUNNEL,,,1.066228430405343
461,TUNNEL,,,1.0659866600508943
462,TUNNEL,,,1.0654928184548098
463,TUNNEL,,,1.0653086604859434
464,TUNNEL,,,1.0649541636295667
465,TUNNEL,,,1.0649754147250587
466,TUNNEL,,,1.0648814295292346
467,TUNNEL,,,1.0651247598944242
468,TUNNEL,,,1.0645527265280053
469,TUNNEL,,,1.0642609662549265
470,TUNNEL,,,1.0637267357864424
471,TUNNEL,,,1.063682502673448
472,TUNNEL,,,1.063453620696428
473,TUNNEL,,,1.063672608547198
474,TUNNEL,,,1.0636628283063754
475,TUNNEL,,,1.063275110220409
476,TUNNEL,,,1.0625996189162537
477,TUNNEL,,,1.0624479198282202
478,TUNNEL,,,1.062060925519792
479,TUNNEL,,,1.062295897930626
480,TUNNEL,,,1.062258461717099
481,TUNNEL,,,1.0626474723780015
482,TUNNEL,,,1.0618208964519102
483,TUNNEL,,,1.0615156529328262
484,TUNNEL,,,1.0609322583440317
485,TUNNEL,,,1.0610707830969308
486,TUNNEL,,,1.060920994485499
487,TUNNEL,,,1.0614509981956055
488,TUNNEL,,,1.0614585449262195
489,TUNNEL,,,1.061086299851383
490,TUNNEL,,,1.0602694975041271
491,TUNNEL,,,1.0602503948933575
492,TUNNEL,,,1.0599816916103073
493,TUNNEL,,,1.0605118552887287
494,TUNNEL,,,1.0607313415355277
495,TUNNEL,,,1.0615529409821012
496,TUNNEL,,,1.060187118064875
497,TUNNEL,,,1.0591903688858932
498,TUNNEL,,,1.0577582259304483
499,TUNNEL,,,1.0574762919595486
500,TUNNEL,,,1.0569835370545047
501,TUNNEL,,,1.0575692971822666
502,TUNNEL,,,1.0578820164267821
503,TUNNEL,,,1.059159870117687
504,TUNNEL,,,1.060014086477043
505,TUNNEL,,,1.0617036223380893
506,TUNNEL,,,1.0628325420928597
507,TUNNEL,,,1.0647399412942773
508,TUNNEL,,,1.0660111465850914
509,TUNNEL,,,1.0675431244195417
510,TUNNEL,,,1.0675071542750774
511,TUNNEL,,,1.0682714226201582
512,TUNNEL,,,1.068600754299545
513,TUNNEL,,,1.069904840528841
514,TUNNEL,,,1.070790391666745
515,TUNNEL,,,1.0725564652169979
516,TUNNEL,,,1.0738368598096448
517,TUNNEL,,,1.0760002731086882
518,TUNNEL,,,1.0775525851289696
519,TUNNEL,,,1.0799228449658322
520,TUNNEL,,,1.0815769634916996
521,TUNNEL,,,1.0840448057921737
522,TUNNEL,,,1.085385810490334
523,TUNNEL,,,1.0872099001416322
524,TUNNEL,,,1.0884067774747779
525,TUNNEL,,,1.0904966862484076
526,TUNNEL,,,1.0919346198710358
527,TUNNEL,,,1.0942885717471564
528,TUNNEL,,,1.095976989535539
529,TUNNEL,,,1.098489176683475
530,TUNNEL,,,1.1003903736890717
531,TUNNEL,,,1.1032778868582127
532,TUNNEL,,,1.1057102681465605
533,TUNNEL,,,1.1092192919075572
534,TUNNEL,,,1.1120334545703596
535,TUNNEL,,,1.1156883501207429
536,TUNNEL,,,1.1186298543635689
537,TUNNEL,,,1.1224161583636216
538,TUNNEL,,,1.1253187376286728
539,TUNNEL,,,1.1288805199233205
540,TUNNEL,,,1.1315298523990551
541,TUNNEL,,,1.1348573515003506
542,TUNNEL,,,1.1372763624328595
543,TUNNEL,,,1.1404762251107776
544,TUNNEL,,,1.1428719918997328
545,TUNNEL,,,1.1461487997362279
546,TUNNEL,,,1.1486347981143408
547,TUNNEL,,,1.152054914625192
548,TUNNEL,,,1.1546053752013665
549,TUNNEL,,,1.1579820146973159
550,TUNNEL,,,1.1605280111460583
551,TUNNEL,,,1.1639198059245324
552,TUNNEL,,,1.1664559144350246
553,TUNNEL,,,1.169796754769171
554,TUNNEL,,,1.1722615254369817
555,TUNNEL,,,1.1754834589133967
556,TUNNEL,,,1.1778530477444273
557,TUNNEL,,,1.1810513982346411
558,TUNNEL,,,1.1833598873197033
559,TUNNEL,,,1.186544389145
560,TUNNEL,,,1.1888674464256124
561,TUNNEL,,,1.1920657758747049
562,TUNNEL,,,1.1944108178750301
563,TUNNEL,,,1.1975786057688218
564,TUNNEL,,,1.1998814541255711
565,TUNNEL,,,1.2030407249901514
566,TUNNEL,,,1.2053363076924726
567,TUNNEL,,,1.2084400702566886
568,TUNNEL,,,1.2106750039060898
569,TUNNEL,,,1.2137350450897222
570,TUNNEL,,,1.2159448683764231
571,TUNNEL,,,1.218962945440691
572,TUNNEL,,,1.2211400014950469
573,TUNNEL,,,1.2241521785171972
574,TUNNEL,,,1.2263386194729857
575,TUNNEL,,,1.2293438052317522
576,TUNNEL,,,1.2314746643296333
577,TUNNEL,,,1.2344777574274146
578,TUNNEL,,,1.2366093222696255
579,TUNNEL,,,1.239557469588075
580,TUNNEL,,,1.2416096958226877
581,TUNNEL,,,1.2445074931419426
582,TUNNEL,,,1.2465260403949001
583,TUNNEL,,,1.249417626015877
584,TUNNEL,,,1.2514044619278757
585,TUNNEL,,,1.25423735575452
586,TUNNEL,,,1.2562053093998917
587,TUNNEL,,,1.2590180119027239
588,TUNNEL,,,1.2609698849394977
589,TUNNEL,,,1.2637862017222738
590,TUNNEL,,,1.2657479830811913
591,TUNNEL,,,1.2685101514116002
592,TUNNEL,,,1.2704038819596917
593,TUNNEL,,,1.2731539287169065
594,TUNNEL,,,1.2750331169761477
595,TUNNEL,,,1.2777371213958304
596,TUNNEL,,,1.2795737659286828
597,TUNNEL,,,1.2820258981376678
598,TUNNEL,,,1.2834542636268984
599,TUNNEL,,,1.2827706547405406
600,TUNNEL,,,1.28377055009865
601,TUNNEL,,,1.2865441872447394
602,TUNNEL,,,1.2884347882409413
603,TUNNEL,,,1.2899991352465432
604,TUNNEL,,,1.2922988432844382
605,TUNNEL,,,1.2947541930544035
606,TUNNEL,,,1.2971576147193111
607,TUNNEL,,,1.2992668238531222
608,TUNNEL,,,1.3010668335864644
609,TUNNEL,,,1.3025707872206045
610,TUNNEL,,,1.3040067898689744
611,TUNNEL,,,1.3055231541598344
612,TUNNEL,,,1.3072977720711463
613,TUNNEL,,,1.3092739633747572
614,TUNNEL,,,1.3112672429151986
615,TUNNEL,,,1.3132399216961146
616,TUNNEL,,,1.3150688466063074
617,TUNNEL,,,1.3168094964469383
618,TUNNEL,,,1.3184289531113997
619,TUNNEL,,,1.320119295193773
620,TUNNEL,,,1.3218048960609472
621,TUNNEL,,,1.323596007458745
622,TUNNEL,,,1.3235118521369729
623,TUNNEL,,,1.3199723734945283
624,TUNNEL,,,1.3151518810533427
625,TUNNEL,,,1.3098872856203077
626,TUNNEL,,,1.3045215790933578
627,TUNNEL,,,1.299334153695888
628,TUNNEL,,,1.294374694514755
629,TUNNEL,,,1.2933536105786951
630,TUNNEL,,,1.2911011522779134
631,TUNNEL,,,1.2891010046493108
632,TUNNEL,,,1.286258824863831
633,TUNNEL,,,1.2840364693479165
634,TUNNEL,,,1.2806246202571667
635,TUNNEL,,,1.2761363698963164
636,TUNNEL,,,1.2735807938743222
637,TUNNEL,,,1.2717495428728225
638,TUNNEL,,,1.269628730229341
639,TUNNEL,,,1.2681225199937034
640,TUNNEL,,,1.2654325224347998
641,TUNNEL,,,1.2608551506079417
642,TUNNEL,,,1.2565038997169802
643,TUNNEL,,,1.2544175346443416
644,TUNNEL,,,1.2539828813803466
645,TUNNEL,,,1.2546055713127064
646,TUNNEL,,,1.25193154902809
647,TUNNEL,,,1.2486403925065783
648,TUNNEL,,,1.245422452211814
649,TUNNEL,,,1.2432621795633843
650,TUNNEL,,,1.2414031517114048
651,TUNNEL,,,1.2403480038488728
652,TUNNEL,,,1.239395175192771
653,TUNNEL,,,1.240934885527655
654,TUNNEL,,,1.2443391107968549
655,TUNNEL,,,1.248413323968987
656,TUNNEL,,,1.2523345953170628
657,TUNNEL,,,1.2566583407525511
658,TUNNEL,,,1.260747457332251
659,TUNNEL,,,1.2651921748662325
660,TUNNEL,,,1.2693109433061782
661,TUNNEL,,,1.2737104492029483
662,TUNNEL,,,1.277658257543173
663,TUNNEL,,,1.28184465753834
664,TUNNEL,,,1.2855533057994886
665,TUNNEL,,,1.289483910227538
666,TUNNEL,,,1.2941538277257545
667,TUNNEL,,,1.3020492080457273
668,TUNNEL,,,1.3100082625493354
669,TUNNEL,,,1.3192232434769846
670,TUNNEL,,,1.3313130198883645
671,TUNNEL,,,1.344070897468688
672,TUNNEL,,,1.3554345150474256
673,TUNNEL,,,1.3658559371349666
674,TUNNEL,,,1.3746249640220403
675,TUNNEL,,,1.3827273161860074
676,TUNNEL,,,1.3895763216467143
677,TUNNEL,,,1.3967629283346348
678,OPEN,1.3461343888489083,0.029243317717369224,0.02924325340840197
679,OPEN,3.8994499117595653,0.014698971126304377,0.014420860074760997
680,OPEN,1.858976678130211,0.029194286946033685,0.02891276392233521
681,OPEN,1.6060531006883731,0.06428689012371683,0.06334108338431375
682,OPEN,5.7538311518597895,0.045887446186499044,0.044388936852812595
683,OPEN,2.389521086370345,0.030735824382773596,0.030267278668133023
