step,gt_x,gt_y,gt_yaw,pos_error,yaw_error,heading_error_deg,lateral_deviation
49,247.02101135253906,-56.74188995361328,-88.8470687866211,0.029188849691405082,9.758618826407185,-0.2402572631835668,0.019002891382115195
50,247.02926635742188,-57.145023345947266,-88.80471801757812,0.03155949722745225,17.424201118344133,-0.1979064941406329,0.01743086601527466
51,247.03782653808594,-57.54823684692383,-88.82616424560547,0.01848972296288095,7.287249621703384,-0.2193527221679476,0.016194527512197965
52,247.04612731933594,-57.95150375366211,-88.78997802734375,0.045958728006804624,15.40076041507035,-0.18316650390624467,0.014698680786750629
53,247.05484008789062,-58.35478210449219,-88.8113021850586,0.03290836498089792,5.982539323463987,-0.20449066162108895,0.013584469255874865
54,247.063232421875,-58.758060455322266,-88.7763900756836,0.012412495217077232,13.504610865923555,-0.16957855224610746,0.012180240946690901
55,247.0721435546875,-59.161293029785156,-88.79122161865234,0.03418649719110084,5.09837592287093,-0.1844100952148231,0.01129502908224822
56,247.08091735839844,-59.56447982788086,-88.74459838867188,0.08361628900816101,14.521604265404815,-0.13778686523435663,0.010241834663247573
57,247.09005737304688,-59.96761703491211,-88.75630950927734,0.004585670387236544,4.5633600953806495,-0.1494979858398416,0.009585529716787278
58,247.0989990234375,-60.37071228027344,-88.71294403076172,0.014896224611451198,12.73051887018182,-0.10613250732422407,0.008730826408282155
59,247.1082763671875,-60.77378845214844,-88.7303466796875,0.012701001815087919,3.811845057178203,-0.12353515625000262,0.008211624466639478
60,247.11729431152344,-61.17684555053711,-88.69192504882812,0.05028552486460244,11.549398346900649,-0.08511352539060664,0.007402869488942088
61,247.12669372558594,-61.57990646362305,-88.71276092529297,0.042258132164711,3.097216578803913,-0.10594940185546756,0.007005887267951039
62,247.1357879638672,-61.98299789428711,-88.67724609375,0.021185544322016355,11.352520215860807,-0.07043457031250447,0.006303819487584406
63,247.14523315429688,-62.3861083984375,-88.70135498046875,0.028526960520114285,2.478594652173385,-0.09454345703126037,0.005952692848950392
64,247.15438842773438,-62.78924560546875,-88.66886901855469,0.02456984136342694,10.362595471041432,-0.06205749511720056,0.005281319121422712
65,247.16384887695312,-63.1923942565918,-88.6943588256836,0.027547294669292063,1.5826566000179476,-0.08754730224610224,0.004945446760757477
66,247.1730194091797,-63.59557342529297,-88.6622314453125,0.012238251797561507,9.592904530161606,-0.05541992187498147,0.004319743118685437
67,247.1826171875,-63.99874496459961,-88.6844482421875,0.011268311569725993,0.7268879426609631,-0.0776367187499882,0.0041211592597392155
68,247.1919403076172,-64.40190124511719,-88.64840698242188,0.03988358909999511,9.752069910636244,-0.041595458984375645,0.0036174898414174095
69,247.2015838623047,-64.80504608154297,-88.6724853515625,0.05258074571166814,0.9640057257677197,-0.0656738281249885,0.0034649470617296174
70,247.2109375,-65.20818328857422,-88.63899993896484,0.037339918227526324,9.023504216947108,-0.03218841552734193,0.003022202006832231
71,247.22064208984375,-65.6113052368164,-88.661865234375,0.028669344858703774,0.14027372671080685,-0.0550537109374685,0.002900167783081997
72,247.23007202148438,-66.01441192626953,-88.62899780273438,0.005697478875137345,8.005362630742676,-0.02218627929690053,0.0025338796149299014
73,247.2397918701172,-66.41751098632812,-88.65472412109375,0.01004348859235733,-0.7335445229786558,-0.047912597656270865,0.0024576082250860054
74,247.24925231933594,-66.82061004638672,-88.62405395507812,0.04160251518195489,6.816853298692157,-0.017242431640628064,0.002121828612871468
75,247.25901794433594,-67.22370910644531,-88.65059661865234,0.022085652867002533,-0.9835586392446607,-0.043785095214828665,0.0020606260040949564
76,247.2684326171875,-67.6268310546875,-88.62215423583984,0.029801652184343254,6.758986433546227,-0.015342712402355851,0.0016790835579740815
77,247.2781524658203,-68.02995300292969,-88.65007781982422,0.04126488716952148,-1.3607771520078153,-0.04326629638670225,0.0016028121681301855
78,247.2876739501953,-68.4330825805664,-88.61852264404297,0.025545063152974154,6.909771129733935,-0.011711120605470946,0.001328049667790765
79,247.29747009277344,-68.8362045288086,-88.64439392089844,0.04841752557792723,-1.6493563458243032,-0.037582397460931685,0.0012973556149518117
80,247.30699157714844,-69.23933410644531,-88.61394500732422,0.0351346344139616,6.651222763535703,-0.007133483886711453,0.001022778611513786
81,247.3168182373047,-69.6424560546875,-88.64056396484375,0.01871353870202538,-2.8686723622148396,-0.03375244140624422,0.0010532871674513444
82,247.32638549804688,-70.04558563232422,-88.60872650146484,0.030613183712000325,6.454883853495222,-0.0019149780273551456,0.0008242875010182615
83,247.3362579345703,-70.4487075805664,-88.634521484375,0.0292877801716331,-2.4287360536240534,-0.02770996093748372,0.000870235831825994
84,247.34585571289062,-70.85183715820312,-88.60394287109375,0.028097140375715382,6.200816279742116,0.00286865234372995,0.0006715592244290747
85,247.35574340820312,-71.25495147705078,-88.63253021240234,0.021531966409912708,-2.7578299575024343,-0.025718688964833265,0.0007632703891431447
86,247.3653106689453,-71.6580810546875,-88.6033935546875,0.02223529473564655,5.219624219854833,0.0034179687499994093,0.0005342707227100618
87,247.37522888183594,-72.06121063232422,-88.63031005859375,0.028166943532257065,-2.9003103731011777,-0.0234985351562372,0.0006257963905227371
88,247.3848114013672,-72.4643325805664,-88.60005950927734,0.026006229380807305,5.756197417090929,0.006752014160180469,0.00041205100205843337
89,247.39474487304688,-72.86746215820312,-88.6268310546875,0.005813031930316377,-3.32025499189886,-0.020019531250016626,0.000549525000678841
90,247.40440368652344,-73.27059173583984,-88.59567260742188,0.03007100334160821,5.655870301000568,0.011138916015660437,0.00038172794302226976
91,247.4143524169922,-73.6737060546875,-88.62384033203125,0.025335646332120623,-3.4329016621077324,-0.017028808593728535,0.0005342707227100618
92,247.42396545410156,-74.07683563232422,-88.5965805053711,0.02594490432221985,4.9244052986927604,0.010231018066401042,0.00035121938708471134
93,247.43386840820312,-74.4799575805664,-88.6267318725586,0.06448282878926057,-3.3545880449999324,-0.019920349121064457,0.0004579993328661658
94,247.44345092773438,-74.88308715820312,-88.59998321533203,0.03661981234177676,5.252373456199755,0.006828308105461745,0.0002137453884643037
95,247.453369140625,-75.28620910644531,-88.62832641601562,0.034886435501793094,-4.262513343868318,-0.021514892578109783,0.00033577961221453734
96,247.46298217773438,-75.6893310546875,-88.598388671875,0.0055444336454917465,4.674645854162829,0.008422851562507074,0.00015272827658918686
97,247.472900390625,-76.09246063232422,-88.62725067138672,0.04679609529547803,-4.70286860039943,-0.020439147949241756,0.0002749479972408153
98,247.48252868652344,-76.4955825805664,-88.59739685058594,0.004574481730473024,4.7401277912848085,0.009414672851570782,7.645688674529083e-05
99,247.4924774169922,-76.89871215820312,-88.6258544921875,0.024492916227805164,-3.6298460936618953,-0.019042968749998994,0.0002291851633344777
100,247.50205993652344,-77.30183410644531,-88.59874725341797,0.021915112165136915,4.743198461314149,0.008064270019517141,1.5439774870174006e-05
101,247.51194763183594,-77.7049560546875,-88.6297607421875,0.018999589310776364,-4.134477832194564,-0.02294921875001863,0.00010696544268284924
102,247.521484375,-78.10808563232422,-88.60350799560547,0.06380412071948588,3.57258044043463,0.0033035278320520493,-0.00018305133562535048
103,247.53140258789062,-78.5112075805664,-88.63201904296875,0.012201385872588889,-4.350332998819292,-0.025207519531229888,-6.1017111875116825e-05
104,247.541015625,-78.91433715820312,-88.60409545898438,0.032096476718164395,4.104959775233845,0.0027160644531165077,-0.0002438829505990725
105,247.5509490966797,-79.31745910644531,-88.63225555419922,0.028485025914871762,-4.40241657917339,-0.025444030761698537,-0.00013710300481761806
106,247.56056213378906,-79.7205810546875,-88.60079956054688,0.03532653328994062,4.65467834027396,0.006011962890631485,-0.00032052533424575813
107,247.57049560546875,-80.12371063232422,-88.6267318725586,0.02510128623393734,-4.206466517418094,-0.019920349121064457,-0.00018305133562535048
108,247.58009338378906,-80.5268325805664,-88.59822845458984,0.01473707929159056,4.685628483746633,0.008583068847643555,-0.00038172794302226976
109,247.58999633789062,-80.92996215820312,-88.62810516357422,0.009865984804636097,-4.243418969867742,-0.021293640136738103,-0.0003052710562769789
110,247.59962463378906,-81.33308410644531,-88.59844207763672,0.033304413730408836,4.530327218911007,0.008369445800794913,-0.0004730681139335502
111,247.60955810546875,-81.7362060546875,-88.62496185302734,0.03201578917169121,-3.511757696888676,-0.018150329589836568,-0.00033559411531314254
112,247.61923217773438,-82.13933563232422,-88.59384155273438,0.008389350205964539,4.616386196841682,0.012969970703123524,-0.0004579993328661658
113,247.6291961669922,-82.5424575805664,-88.62200927734375,0.010469483989411728,-3.8727543939578664,-0.015197753906265448,-0.00032033983734436333
114,247.63880920410156,-82.94558715820312,-88.59475708007812,0.0036243872795590523,4.477172880191756,0.01205444335939198,-0.0005035766698711086
115,247.64874267578125,-83.34870910644531,-88.62293243408203,0.056473112526342004,-4.594352479539967,-0.016120910644520026,-0.00036628816815209575
116,247.65841674804688,-83.7518310546875,-88.59213256835938,0.03937727469236388,4.259002360245183,0.01467895507811621,-0.0005188309478398878
117,247.6683807373047,-84.15496063232422,-88.62042236328125,0.0101207894313113,-3.921357217669384,-0.013610839843743158,-0.00035084839328192174
118,247.67803955078125,-84.5580825805664,-88.5904541015625,0.013384731320332641,4.7558813537429785,0.016357421875016744,-0.0004881368950009346
119,247.68800354003906,-84.96121215820312,-88.61885833740234,0.06014107110011179,-3.8468320823758266,-0.012046813964840874,-0.00032033983734436333
120,247.6977081298828,-85.36433410644531,-88.58892059326172,0.028203677464192094,4.6398308323796,0.017890930175775983,-0.0004425595579959918
121,247.70770263671875,-85.7674560546875,-88.6153564453125,0.020475104716112122,-4.01005195723876,-0.008544921875000295,-0.0002442539444018621
122,247.71742248535156,-86.17058563232422,-88.58697509765625,0.020604458200202375,4.882209174030763,0.01983642578123732,-0.00032052533424575813
123,247.72743225097656,-86.5737075805664,-88.61492156982422,0.025526309431297352,-3.829113805734733,-0.008110046386729084,-0.00010677994578145444
124,247.7371826171875,-86.97683715820312,-88.5840072631836,0.0591531081857423,3.9944291652335817,0.022804260253905403,-0.00018305133562535048
125,247.7472381591797,-87.37995910644531,-88.61029052734375,0.04789443420617904,-3.979828837685486,-0.0034790039062574303,7.645688674529083e-05
126,247.75692749023438,-87.7830810546875,-88.58184814453125,0.04518598060167609,5.518597003598746,0.02496337890626627,-3.0323059036163613e-05
127,247.7669677734375,-88.18621063232422,-88.60980224609375,0.01864175943715622,-4.0563222179315055,-0.002990722656274059,0.0002137453884643037
128,247.7767333984375,-88.58934020996094,-88.57967376708984,0.010561695642061268,4.9565997336505045,0.027137756347673212,0.00015272827658918686
129,247.78677368164062,-88.99246215820312,-88.60923767089844,0.05080573988174554,-3.424429818260919,-0.002426147460958522,0.00039679672408965416
130,247.79647827148438,-89.39558410644531,-88.58270263671875,0.03302672945546316,4.966817434306058,0.024108886718769925,0.0003054565531783737
131,247.80645751953125,-89.7987060546875,-88.61382293701172,0.04922390750745179,-3.584364063859645,-0.007011413574241054,0.0004581848297675606
132,247.81610107421875,-90.20183563232422,-88.58765411376953,0.021306844350241636,3.989867136188134,0.019157409667974423,0.0003054565531783737
133,247.82614135742188,-90.6049575805664,-88.61614990234375,0.03239977062379831,-4.871924311204772,-0.009338378906261439,0.000549525000678841
134,247.83583068847656,-91.00808715820312,-88.5863037109375,0.07207792409364766,3.2395165215094157,0.020507812500028064,0.0004425595579959918
135,247.84585571289062,-91.41120910644531,-88.61322021484375,0.009337512529911525,-4.0962059297333,-0.006408691406259434,0.0006412361653929111
136,247.8555450439453,-91.8143310546875,-88.58492279052734,0.02583060613415698,4.409796184436702,0.02188873291017386,0.0005344562196114566
137,247.86550903320312,-92.21746063232422,-88.61572265625,0.016911419755019152,-4.001247249701659,-0.008911132812513267,0.0007020677803666331
138,247.87515258789062,-92.6205825805664,-88.5893783569336,0.007261722940278648,4.115668798725859,0.017433166503935657,0.000549525000678841
139,247.8850860595703,-93.02371215820312,-88.61980438232422,0.03210780821771123,-4.836913947079071,-0.012992858886715461,0.0006564904433616903
140,247.8946990966797,-93.42683410644531,-88.59313201904297,0.025991410405021814,3.8593034041659773,0.013679504394529465,0.000473253610834945
141,247.9046173095703,-93.8299560546875,-88.6215591430664,0.020579828062059408,-4.407284691359733,-0.014747619628897271,0.0005952878345851786
142,247.914306640625,-94.23308563232422,-88.59081268310547,0.04122430725522049,3.688280988607593,0.015998840332026813,0.0004579993328661658
143,247.92433166503906,-94.6362075805664,-88.6171875,0.035309493981095764,-4.086172488834338,-0.01037597656251427,0.0006869989992992487
144,247.93402099609375,-95.03933715820312,-88.58880615234375,0.012105007965486343,4.176711082422896,0.018005371093723344,0.0005802190535177942
145,247.94398498535156,-95.44245910644531,-88.61953735351562,0.02475962739405224,-4.412646406668772,-0.01272583007810377,0.0007480161111743655
146,247.95358276367188,-95.8455810546875,-88.59320068359375,0.04329873598657045,3.565623632375288,0.013610839843771226,0.0005190164447412826
147,247.96348571777344,-96.24871063232422,-88.6244125366211,0.030652177781981538,-4.990913746029282,-0.017601013183617998,0.0006257963905227371
148,247.97311401367188,-96.6518325805664,-88.59626770019531,0.04555600745156683,3.4769615397104165,0.010543823242201857,0.0004579993328661658
149,247.98301696777344,-97.05496215820312,-88.62554168701172,0.04365370458863605,-4.40343146758427,-0.018730163574198183,0.0005647792786476202
150,247.9926300048828,-97.45808410644531,-88.59866333007812,0.03416917113540225,4.4009942942086155,0.008148193359372344,0.00035140488398610614
151,248.0025177001953,-97.8612060546875,-88.6289291381836,0.03026632816978488,-4.127917936591886,-0.0221176147460914,0.0004427450548973866
152,248.0120849609375,-98.26433563232422,-88.60223388671875,0.0248946772799109,3.4828705452273496,0.004577636718773526,0.0002135598915629089
153,248.02194213867188,-98.6674575805664,-88.6325912475586,0.03346239495246312,-5.0388395405005175,-0.025779724121068465,0.0002749479972408153
154,248.03146362304688,-99.07058715820312,-88.60591888427734,0.038228655015903924,3.345649109941602,0.0008926391601764601,-3.0323059036163613e-05
155,248.04129028320312,-99.47370910644531,-88.63434600830078,0.009066584510252725,-4.5829536904938974,-0.027534484863301165,1.8549690139479935e-07
156,248.05087280273438,-99.8768310546875,-88.60443115234375,0.034200942069713774,3.7456468233281486,0.002380371093746579,-0.0002135598915629089
157,248.060791015625,-100.27996063232422,-88.63134002685547,0.0786158604727721,-3.7797782653300076,-0.024528503417966994,-0.00012203422375023365
158,248.07041931152344,-100.6830825805664,-88.6002426147461,0.010743364879273834,4.222549237198765,0.006568908691423983,-0.0002898312814068049
159,248.0803680419922,-101.08621215820312,-88.62646484375,0.024188395660464223,-3.8550073812626993,-0.019653320312503653,-0.00013728850171901286
160,248.08995056152344,-101.48933410644531,-88.59799194335938,0.04657846423175482,5.014197648710511,0.008819580078112203,-0.00035103389018331654
161,248.099853515625,-101.8924560546875,-88.62789154052734,0.0506125926238234,-3.9753234467919807,-0.021080017089838574,-0.0002747625003394205
162,248.10948181152344,-102.29558563232422,-88.59900665283203,0.04615663964124076,4.796769508256192,0.007804870605479376,-0.0004427450548973866
163,248.11941528320312,-102.6987075805664,-88.62609100341797,0.031418868883318296,-3.909743821945607,-0.019279479980467643,-0.0003054565531783737
164,248.12905883789062,-103.10183715820312,-88.59506225585938,0.02974944112036898,4.74276313633956,0.011749267578114207,-0.000457813835964771
165,248.13905334472656,-103.50495910644531,-88.62130737304688,0.011552222701604335,-4.30967209124131,-0.014495849609382546,-0.0002896457845054101
166,248.14866638183594,-103.9080810546875,-88.59285736083984,0.04687889706823757,3.5742713931981838,0.013954162597664192,-0.0004730681139335502
167,248.15858459472656,-104.31121063232422,-88.62078094482422,0.01630161793378234,-3.9193538590549286,-0.013969421386733093,-0.00035084839328192174
168,248.16819763183594,-104.7143325805664,-88.59261322021484,0.01940018965323199,4.557855766248764,0.014198303222655877,-0.0005644082848448306
169,248.17811584472656,-105.11746215820312,-88.62071990966797,0.019875647219148532,-3.9072209982876043,-0.013908386230447004,-0.0004425595579959918
170,248.18772888183594,-105.52058410644531,-88.59261322021484,0.030168919089471717,4.653761097601659,0.014198303222655877,-0.0006256108936213423
171,248.19764709472656,-105.9237060546875,-88.62071990966797,0.04552362869916893,-3.7482732168328896,-0.013908386230447004,-0.0005035766698711086
172,248.20733642578125,-106.32683563232422,-88.58984375,0.008868040623976952,4.55352119141774,0.0169677734375214,-0.0006410506684915163
173,248.2173614501953,-106.7299575805664,-88.61614990234375,0.02027577205722338,-4.244114573344304,-0.009338378906261439,-0.00041186550515703857
174,248.22705078125,-107.13308715820312,-88.58770751953125,0.03162008082216074,3.929539837746545,0.01910400390626226,-0.0005188309478398878
175,248.23699951171875,-107.53620910644531,-88.61759948730469,0.02478214945676652,-4.582611394595276,-0.010787963867165476,-0.00036628816815209575
176,248.24668884277344,-107.9393310546875,-88.58877563476562,0.03612559190186755,3.9217326997142075,0.018035888671866385,-0.0005039476636738982
177,248.25665283203125,-108.34246063232422,-88.61862182617188,0.019927030298411762,-4.238154620835477,-0.011810302734372228,-0.00033577961221453734
178,248.26626586914062,-108.7455825805664,-88.59215545654297,0.02661074441868136,4.066658807770923,0.014656066894547097,-0.000518645450938493
179,248.2761993408203,-109.14871215820312,-88.62052917480469,0.03001829889450791,-4.2925086321827415,-0.01371765136716748,-0.00038154244612087496
180,248.285888671875,-109.55183410644531,-88.59066009521484,0.07424880491285644,3.487881028624679,0.016151428222640252,-0.000518645450938493
181,248.29591369628906,-109.9549560546875,-88.61754608154297,0.008016460618267864,-3.9163289277520708,-0.010734558105453314,-0.0002900167783081997
182,248.30560302734375,-110.35808563232422,-88.58727264404297,0.00525383175876058,4.777116472882571,0.01953887939453347,-0.00039661122718825936
183,248.3155975341797,-110.7612075805664,-88.61595916748047,0.015718980755522423,-3.726234651710645,-0.009147644042981915,-0.0002286286726302933
184,248.32522583007812,-111.16433715820312,-88.58885955810547,0.06535383883086174,3.8489849269397802,0.017951965332011183,-0.00039679672408965416
185,248.33526611328125,-111.56745910644531,-88.6170654296875,0.06212131475935785,-4.383523542748304,-0.010253906249992983,-0.00015254277968779206
186,248.344970703125,-111.9705810546875,-88.58908081054688,0.028994611910647165,4.956646475476849,0.017730712890639502,-0.0002440684475004673
187,248.35499572753906,-112.37371063232422,-88.6171875,0.015888971185508565,-3.8231072077856876,-0.01037597656251427,-4.576283390633762e-05
188,248.3647003173828,-112.7768325805664,-88.58914184570312,0.04645418710934916,4.975041446757725,0.017669677734404303,-0.00013747399862040766
189,248.37472534179688,-113.17996215820312,-88.61724090576172,0.035960951693579074,-3.6908059591940234,-0.01042938232422643,9.152566781267524e-05
190,248.38442993164062,-113.58308410644531,-88.58917236328125,0.026971892108972727,4.524758542355356,0.01763916015626126,1.8549690139479935e-07
191,248.3944549560547,-113.9862060546875,-88.61727142333984,0.015192647764450184,-4.097459720719457,-0.010459899902318584,0.00019867660739691928
192,248.40415954589844,-114.38933563232422,-88.5892333984375,0.047579565931918213,4.721649027033117,0.01757812500002606,0.00010696544268284924
193,248.41416931152344,-114.7924575805664,-88.61730194091797,0.02044673687791947,-4.13522272284625,-0.010490417480461629,0.00032089632804854773
194,248.4238739013672,-115.19558715820312,-88.58929443359375,0.027334849536743398,4.072156762193342,0.01751708984373997,0.00019867660739691928
195,248.43382263183594,-115.59870910644531,-88.61934661865234,0.050144992319049585,-3.7457505380723193,-0.012535095214824247,0.00035140488398610614
196,248.4434356689453,-116.0018310546875,-88.59252166748047,0.006016319369755073,4.007800798739054,0.014289855957034121,0.00016816805145936087
197,248.453369140625,-116.40496063232422,-88.62286376953125,0.030889473718659032,-4.893344508063502,-0.016052246093761793,0.0003052710562769789
198,248.46298217773438,-116.8080825805664,-88.59619140625,0.052469933446117785,2.9731703719090232,0.010620117187483133,9.152566781267524e-05
199,248.472900390625,-117.2112045288086,-88.62457275390625,0.017065645062144322,-4.31002456677322,-0.01776123046875448,0.0002137453884643037
200,248.48251342773438,-117.61433410644531,-88.59664916992188,0.01004125587391157,3.9733193791549684,0.010162353515642805,3.0508555937558413e-05
201,248.49240112304688,-118.0174560546875,-88.6275634765625,0.027097644791528482,-4.754356987445141,-0.020751953124991684,0.00012203422375023365
202,248.50196838378906,-118.42058563232422,-88.60131072998047,0.02306130816260948,3.5028195141161818,0.005500793457028108,-0.00013747399862040766
203,248.51190185546875,-118.8237075805664,-88.6297607421875,0.011923286272631029,-4.895797506799058,-0.02294921875001863,0.0
204,248.52149963378906,-119.2268295288086,-88.60186767578125,0.026141392355948336,3.774610301628124,0.00494384765623561,-0.00019849111049552448
205,248.53143310546875,-119.62995910644531,-88.63003540039062,0.05980370138739228,-4.954764650904859,-0.023223876953102473,-6.120260877651162e-05
206,248.54103088378906,-120.0330810546875,-88.60198211669922,0.020057208232522508,3.7342720682271406,0.0048294067382882505,-0.0002902022752095945
207,248.55096435546875,-120.43621063232422,-88.630126953125,0.0357951011052205,-4.274765488617841,-0.023315429687480713,-0.00015291377349058166
208,248.5606231689453,-120.8393325805664,-88.5986328125,0.02466326143619211,3.9874273946029186,0.008178710937515389,-0.0002902022752095945
209,248.57054138183594,-121.2424545288086,-88.62652587890625,0.045416845998393,-3.5734623291437413,-0.019714355468738853,-0.00019867660739691928
210,248.5801544189453,-121.64558410644531,-88.59728240966797,0.04532848809775031,5.003784195556794,0.009529113769518142,-0.00038191343992366455
211,248.59007263183594,-122.0487060546875,-88.62619018554688,0.09397771861778678,-2.950166223391705,-0.01937866210936892,-0.0002598792161734309
212,248.5996856689453,-122.45183563232422,-88.59911346435547,0.01017450916223184,4.078450235427944,0.007698059082055056,-0.0004431160487001762
