step,gt_x,gt_y,gt_yaw,gt_speed,est_x,est_y,est_yaw,est_speed,pos_error,yaw_error,heading_error_deg,lateral_deviation
22,247.00315856933594,-41.81957244873047,-93.5925521850586,8.17172400721248,247.03390200199635,-41.69185939461606,-168.9448014358892,-0.5805268718456201,0.13136126842785673,-75.3522492508306,-4.985740661621103,0.36395343457115814
23,246.98358154296875,-42.22773361206055,-93.22451782226562,8.171163636373342,246.95995118450531,-42.12432746437736,-156.82850974510671,0.3618768855474644,0.10607179276220306,-63.60399192284109,-4.617706298828117,0.3344495712972275
24,246.96542358398438,-42.63516616821289,-92.86797332763672,8.14640119281389,246.96387377927832,-42.530357077502636,-130.8624636378231,0.7147040228911263,0.10482054851095438,-37.99449031018639,-4.261161804199242,0.3063955136694858
25,246.94903564453125,-43.041141510009766,-92.62617492675781,8.112752356475562,246.93061929196702,-42.910578350311546,-123.87671865708889,1.46273127204102,0.13185560553936573,-31.250543730331085,-4.019363403320277,0.2801427593203698
26,246.9336395263672,-43.44525909423828,-92.3746337890625,8.073314660252136,246.89337381225948,-43.34504931405975,-102.19348950293733,2.362067190624484,0.10799688780716277,-9.818855713874825,-3.7678222656250107,0.25494301389335305
27,246.922119140625,-43.847591400146484,-92.08969116210938,8.036962259325449,246.91543500790846,-43.757288818146236,-87.31693492243983,3.2456142845873295,0.09054962145743038,4.7727562396695555,-3.482879638671851,0.23362026653012435
28,246.91357421875,-44.24851608276367,-91.69058227539062,8.01231961202207,246.91714951144337,-44.1900986881998,-58.14031669310772,4.0654920086087944,0.05852670079096163,33.55026558228291,-3.083770751953144,0.21533469720634457
29,246.9073028564453,-44.64876937866211,-91.37865447998047,8.004979765105912,246.97323329872867,-44.591153347755416,-50.693389411722734,4.614536445492153,0.08755815345883287,40.685265068257735,-2.7718429565429887,0.1993540078310616
30,246.90228271484375,-45.04901885986328,-91.05352020263672,8.008341044258382,246.95759370102763,-44.954530322407585,-32.146701460172444,4.786073719537869,0.10948693485137952,58.90681874246428,-2.4467086791992054,0.18459449542933726
31,246.89881896972656,-45.44987869262695,-90.83184051513672,8.024903789255522,246.9928439404448,-45.39429370775235,-35.0633891600575,4.958384183220653,0.10922630480829987,55.76845135507922,-2.2250289916992236,0.17139166136803397
32,246.89608764648438,-45.851707458496094,-90.594970703125,8.045059307340955,246.95454275232464,-45.81218182076668,-24.32625425183144,4.875975034803424,0.07056398115691517,66.26871645129356,-1.9881591796874847,0.1588910805839987
33,246.89454650878906,-46.254642486572266,-90.4515609741211,8.067449437830584,246.923536284593,-46.199666430038945,-31.411437574944983,4.626319688864134,0.062151217953617825,59.04012339917612,-1.844749450683579,0.14755038141629484
34,246.89341735839844,-46.65854263305664,-90.28194427490234,8.084204180869987,246.9918244627511,-46.51325916179412,-20.55643819803206,4.607344278147571,0.17547434344988014,69.7255060768703,-1.6751327514648422,0.13659131744316255
35,246.89320373535156,-47.063114166259766,-90.1947021484375,8.095177191291683,246.91447892492405,-46.947315587587646,-31.124006483205584,4.242990103541103,0.11773675939921485,59.07069566523191,-1.5878906250000036,0.1265480666388612
36,246.8931427001953,-47.46795654296875,-90.07122802734375,8.09721580680567,246.92687417254842,-47.37497409597026,-24.495419828727417,4.271928530950791,0.09891181768088092,65.57580819861633,-1.4644165039062733,0.11665763685959973
37,246.893798828125,-47.87272262573242,-90.0221176147461,8.093121804905977,246.94331438239715,-47.800194155587356,-35.253303486109935,4.236421603257289,0.08781895636172042,54.76881412863616,-1.415306091308599,0.10745364958893333
38,246.89453125,-48.27709197998047,-89.92965698242188,8.083460548387668,246.94521599553204,-48.15281617794469,-28.677187541025837,4.194910747610713,0.13421407676277006,61.25246944139603,-1.3228454589843532,0.09835681325785117
39,246.89581298828125,-48.68092727661133,-89.90618133544922,8.072223459833145,246.93971684304555,-48.607395300463764,-40.945631921082324,4.234774390449681,0.08564169533194795,48.96054941436689,-1.299369812011722,0.08980931643054646
40,246.89808654785156,-49.08415985107422,-89.7791976928711,8.0602582821215,246.99643108847795,-49.02482902753773,-30.55017034103266,4.537076961335581,0.11485554097444788,59.22902735183843,-1.172386169433577,0.08228459821475553
41,246.9017791748047,-49.48688888549805,-89.68608856201172,8.052244806339944,246.990585325599,-49.396417308823295,-37.52296020912705,4.459831015433376,0.1267739665898229,52.16312835288467,-1.0792770385742112,0.07617926983766665
42,246.90577697753906,-49.88930892944336,-89.54430389404297,8.047301670392129,246.95184534020535,-49.79510214201176,-29.06432199059016,4.421574328877187,0.10486759669667237,60.479981903452824,-0.9374923706054429,0.07040962832434161
43,246.9105987548828,-50.29163360595703,-89.47472381591797,8.047538271139125,246.9357596547071,-50.19586452840857,-38.08565620866659,4.340070474895641,0.09901912489237397,51.389067607251384,-0.8679122924804715,0.06543385850454797
44,246.91552734375,-50.694061279296875,-89.3629150390625,8.050457265546916,246.95872824359964,-50.60232917858313,-30.639221126547636,4.4721106430767525,0.1013957397979542,58.72369391251486,-0.7561035156249859,0.06059546993492404
45,246.92108154296875,-51.09672164916992,-89.3226547241211,8.056417526653442,246.9654309254101,-50.98168894584535,-40.59849597368829,4.432482593437504,0.12328580841721981,48.7241587504328,-0.7158432006836039,0.056352090954533196
46,246.92665100097656,-51.499691009521484,-89.23729705810547,8.062542803204142,246.9810995719331,-51.44102345590534,-35.1918667646579,4.659353577396744,0.08004079413969208,54.045430293447566,-0.6304855346679914,0.052124244497463224
47,246.93275451660156,-51.902957916259766,-89.2196044921875,8.068518103879713,247.02892134462053,-51.83080588200948,-45.877725322860584,4.758642799826339,0.12022468489326099,43.341879169326916,-0.6127929687499811,0.04839997471026436
48,246.93875122070312,-52.30645751953125,-89.1529769897461,8.072372657508277,246.9733421807367,-52.256066481538475,-41.594515654810266,4.807923212140117,0.06112111931266639,47.558461334935835,-0.546165466308581,0.0445995262816723
49,246.9452362060547,-52.71009063720703,-89.15038299560547,8.07432840219549,246.99421789438762,-52.64568694549569,-52.91187980682886,4.9122393597318545,0.08091378929449372,36.23850318877661,-0.543571472167949,0.04125679894059431
50,246.95152282714844,-53.11375427246094,-89.09617614746094,8.073795150862109,246.99886581911102,-53.03652440014302,-47.51665835696226,5.082178824047899,0.09058593746388201,41.579517790498684,-0.4893646240234397,0.03774627454185975
51,246.95819091796875,-53.517333984375,-89.10399627685547,8.071727384850176,246.9889252114517,-53.478341733719105,-59.97351671596579,5.270897128575604,0.049648689883091415,29.13047956088968,-0.49718475341795115,0.034586784033308504
52,246.96511840820312,-53.92076110839844,-89.03771209716797,8.06833028451517,247.0234158365941,-53.90369854866201,-52.53688961192576,5.604008565522063,0.06074307451685156,36.50082248524222,-0.4309005737304439,0.03171731030306546
53,246.9727325439453,-54.32400131225586,-89.02056121826172,8.065086807914929,247.0158469598364,-54.255447869186625,-62.14954436011167,5.604116247695208,0.08098411828424881,26.871016858150057,-0.41374969482423096,0.029504048770832014
54,246.98025512695312,-54.727088928222656,-88.94966888427734,8.062039399513914,247.0156935965754,-54.69331134123134,-55.46092227668159,5.8911388370615745,0.04895723145894633,33.48874660759574,-0.3428573608398212,0.02722977012672345
55,246.98825073242188,-55.13005828857422,-88.94210052490234,8.060357938537118,247.03722628308887,-55.111738338328564,-65.6771852133478,6.077848205684443,0.05228981870439659,23.264915311554553,-0.3352890014648245,0.025428652344999136
56,246.99610900878906,-55.53296661376953,-88.88289642333984,8.059573635726085,247.0924498006901,-55.4570587656804,-57.596097780466266,6.166395796132864,0.12265214872003839,31.28679864287358,-0.2760848999023307,0.023490431558457203
57,247.00442504882812,-55.93587875366211,-88.88597869873047,8.060192442642789,247.0282352232705,-55.900406095747414,-69.67393728721898,6.271967930314268,0.04272275583936494,19.212041411511493,-0.27916717529294616,0.02200974636252795
58,247.0125274658203,-56.33884811401367,-88.83605194091797,8.061441567637935,247.0242931835566,-56.322195406322194,-63.14747554132242,6.483737439779817,0.02038982067866168,25.68857639959555,-0.22924041748049256,0.020315594023486483
59,247.02101135253906,-56.74188995361328,-88.8470687866211,8.063303489596612,247.0304084859321,-56.72512273716679,-73.5134187346689,6.594720423329408,0.019220969366031956,15.333650051952194,-0.2402572631835668,0.019002891382115195
60,247.02926635742188,-57.145023345947266,-88.80471801757812,8.065026014504788,247.0101217911059,-57.156502945301284,-67.25127449776761,6.79932260823033,0.02232253616316922,21.553443519810514,-0.1979064941406329,0.01743086601527466
61,247.03782653808594,-57.54823684692383,-88.82616424560547,8.066493039623488,247.03561032232278,-57.487732392681096,-76.99603127085247,6.743302760442864,0.060545029486488273,11.830132974752992,-0.2193527221679476,0.016194527512197965
62,247.04612731933594,-57.95150375366211,-88.78997802734375,8.067301124406692,247.05259059317532,-57.91401200905683,-69.78098806852387,6.976276748393239,0.0380447739153509,19.008989958819885,-0.18316650390624467,0.014698680786750629
63,247.05484008789062,-58.35478210449219,-88.8113021850586,8.06750602230259,247.07590233385142,-58.31156653396764,-79.54930837288268,7.0784145378087455,0.048074980402230134,9.261993812175911,-0.20449066162108895,0.013584469255874865
64,247.063232421875,-58.758060455322266,-88.7763900756836,8.06708856236452,247.07762348576935,-58.76889768184638,-72.51613059187808,7.342986297013249,0.018015221307170277,16.26025948380552,-0.16957855224610746,0.012180240946690901
65,247.0721435546875,-59.161293029785156,-88.79122161865234,8.066319937378628,247.103524217714,-59.16498555552214,-81.27904501720138,7.4039620156756465,0.031597163769896616,7.512176601450963,-0.1844100952148231,0.01129502908224822
66,247.08091735839844,-59.56447982788086,-88.74459838867188,8.065299032585763,247.1021728690065,-59.54887159943339,-73.11474365172427,7.429339978995317,0.026370694463317034,15.629854736947614,-0.13778686523435663,0.010241834663247573
67,247.09005737304688,-59.96761703491211,-88.75630950927734,8.06444760988249,247.10017816653487,-59.94617412507402,-82.30111998187294,7.460990264186974,0.02371136527387287,6.455189527404401,-0.1494979858398416,0.009585529716787278
68,247.0989990234375,-60.37071228027344,-88.71294403076172,8.063691733778569,247.1471424003716,-60.34977061591067,-73.49240243162873,7.55550031270826,0.05250083855426364,15.22054159913299,-0.10613250732422407,0.008730826408282155
69,247.1082763671875,-60.77378845214844,-88.7303466796875,8.063376789708895,247.1688266018881,-60.75398813901534,-82.62168155754426,7.606828990022124,0.06370544185912498,6.1086651221432255,-0.12353515625000262,0.008211624466639478
70,247.11729431152344,-61.17684555053711,-88.69192504882812,8.063312670765518,247.1614131047886,-61.15620989652946,-74.90791030385144,7.655160138603962,0.048706243290754785,13.784014744976682,-0.08511352539060664,0.007402869488942088
71,247.12669372558594,-61.57990646362305,-88.71276092529297,8.063616064102717,247.1629989341226,-61.566697124497814,-84.37196164844079,7.6998868340642215,0.03863359686874667,4.340799276852186,-0.10594940185546756,0.007005887267951039
72,247.1357879638672,-61.98299789428711,-88.67724609375,8.064049778521229,247.14451438308777,-61.97216962210424,-76.78728128414156,7.743399952015547,0.0139069001175537,11.889964809608447,-0.07043457031250447,0.006303819487584406
73,247.14523315429688,-62.3861083984375,-88.70135498046875,8.064592376124976,247.15942910264627,-62.37381800252754,-85.99219261491432,7.774071996446039,0.01877708127378228,2.7091623655544352,-0.09454345703126037,0.005952692848950392
74,247.15438842773438,-62.78924560546875,-88.66886901855469,8.065051492130875,247.12074081415236,-62.77549712566151,-78.69168897187504,7.797520858484338,0.03634807555806754,9.97718004667965,-0.06205749511720056,0.005281319121422712
75,247.16384887695312,-63.1923942565918,-88.6943588256836,8.065396647313333,247.19149591790224,-63.19264358198496,-86.8691705179571,7.89628938379125,0.027648165154200984,1.825188307726496,-0.08754730224610224,0.004945446760757477
76,247.1730194091797,-63.59557342529297,-88.6622314453125,8.065540692238466,247.1741830697553,-63.563111971624366,-79.10032594049363,7.823448603445959,0.032482304108761254,9.561905504818863,-0.05541992187498147,0.004319743118685437
77,247.1826171875,-63.99874496459961,-88.6844482421875,8.065524415406543,247.22476725878388,-63.97723903635772,-87.23497263821953,7.89768885489189,0.047319482866803875,1.4494756039679801,-0.0776367187499882,0.0041211592597392155
78,247.1919403076172,-64.40190124511719,-88.64840698242188,8.065331593533976,247.22286730182887,-64.40234857712873,-79.0442367836182,7.985159504118654,0.030930229176293112,9.604170198803676,-0.041595458984375645,0.0036174898414174095
79,247.2015838623047,-64.80504608154297,-88.6724853515625,8.065092023314886,247.2464285410496,-64.83034826033453,-87.91296317587499,8.062934321265733,0.05149024629319877,0.7595221756875142,-0.0656738281249885,0.0034649470617296174
80,247.2109375,-65.20818328857422,-88.63899993896484,8.064793986454113,247.24941632166366,-65.19597454279844,-79.59813269437072,7.961664705731908,0.040369210916753454,9.040867244594125,-0.03218841552734193,0.003022202006832231
81,247.22064208984375,-65.6113052368164,-88.661865234375,8.064568436865642,247.2066260703053,-65.60757427289364,-89.22648627124357,7.972041840800245,0.014504099265209132,-0.5646210368685757,-0.0550537109374685,0.002900167783081997
82,247.23007202148438,-66.01441192626953,-88.62899780273438,8.064398948800639,247.26118151951152,-65.99764665152468,-80.1176907066461,7.952706111264704,0.035339429887474,8.511307096088277,-0.02218627929690053,0.0025338796149299014
83,247.2397918701172,-66.41751098632812,-88.65472412109375,8.064350431860701,247.26073899715615,-66.43990519377691,-89.27959035702187,8.064507033420863,0.030664028738013622,-0.6248662359281176,-0.047912597656270865,0.0024576082250860054
84,247.24925231933594,-66.82061004638672,-88.62405395507812,8.064382913093768,247.2798430919769,-66.81117104090379,-80.80051049030016,7.976636273368689,0.032013906279569064,7.823543464777966,-0.017242431640628064,0.002121828612871468
85,247.25901794433594,-67.22370910644531,-88.65059661865234,8.064494350478144,247.27966941491746,-67.20978711748661,-89.80344428580321,7.961774373140114,0.024905923266279745,-1.1528476671508627,-0.043785095214828665,0.0020606260040949564
86,247.2684326171875,-67.6268310546875,-88.62215423583984,8.064643232992767,247.25751402583475,-67.60885278925973,-82.11792640782912,7.966322037608454,0.02103410718142601,6.504227828010733,-0.015342712402355851,0.0016790835579740815
87,247.2781524658203,-68.02995300292969,-88.65007781982422,8.064786967143759,247.2943507177519,-68.00426445251267,-90.42461160746755,7.959470241930784,0.030369145331521723,-1.7745337876433394,-0.04326629638670225,0.0016028121681301855
88,247.2876739501953,-68.4330825805664,-88.61852264404297,8.064908001518937,247.31336659361742,-68.4209414560512,-81.7488939632428,8.014080064138344,0.028416875804867094,6.869628680800157,-0.011711120605470946,0.001328049667790765
89,247.29747009277344,-68.8362045288086,-88.64439392089844,8.064980619962158,247.2938720119953,-68.83554009399201,-90.96793267319276,8.041123989072759,0.003658914991026926,-2.3235387522943247,-0.037582397460931685,0.0012973556149518117
90,247.30699157714844,-69.23933410644531,-88.61394500732422,8.064992059588835,247.32579409515048,-69.26383916094919,-82.13980444388136,8.11698775257605,0.030887414580299175,6.474140563442858,-0.007133483886711453,0.001022778611513786
91,247.3168182373047,-69.6424560546875,-88.64056396484375,8.064963677745865,247.31394033601094,-69.66678449396825,-91.19242559741615,8.099375171270493,0.024498066733800016,-2.55186163257239,-0.03375244140624422,0.0010532871674513444
92,247.32638549804688,-70.04558563232422,-88.60872650146484,8.06489348930791,247.3219721226877,-70.02000605013521,-82.57614395443669,7.958005844907182,0.02595752120340721,6.032582547028154,-0.0019149780273551456,0.0008242875010182615
93,247.3362579345703,-70.4487075805664,-88.634521484375,8.064817699581015,247.35745881434985,-70.38660741762232,-90.7703142044681,7.879084443197389,0.06561941436121832,-2.135792720093084,-0.02770996093748372,0.000870235831825994
94,247.34585571289062,-70.85183715820312,-88.60394287109375,8.064737798820541,247.3845714042543,-70.84717475205458,-82.06310025661932,8.067536657074637,0.03899542010110238,6.540842614474434,0.00286865234372995,0.0006715592244290747
95,247.35574340820312,-71.25495147705078,-88.63253021240234,8.064679000713092,247.33746133185178,-71.28247971687088,-91.88216261290516,8.137670319212647,0.03304600283406728,-3.249632400502821,-0.025718688964833265,0.0007632703891431447
96,247.3653106689453,-71.6580810546875,-88.6033935546875,8.064651194501726,247.36631752971635,-71.6524718974398,-83.02532539500689,8.033385237612782,0.005698808089569128,5.578068159680616,0.0034179687499994093,0.0005342707227100618
97,247.37522888183594,-72.06121063232422,-88.63031005859375,8.064645550285798,247.33041968495058,-72.05768356204374,-92.3686925577482,8.03052814970125,0.04494779583332003,-3.738382499154443,-0.0234985351562372,0.0006257963905227371
98,247.3848114013672,-72.4643325805664,-88.60005950927734,8.06467140392938,247.3852053623087,-72.45989152462334,-83.04466229717711,8.031286120541536,0.004458495610948684,5.555397212100241,0.006752014160180469,0.00041205100205843337
99,247.39474487304688,-72.86746215820312,-88.6268310546875,8.064709742429894,247.41587575565396,-72.8820835324455,-91.36986100231317,8.094987786161445,0.0256962795846022,-2.74302994762567,-0.020019531250016626,0.000549525000678841
100,247.40440368652344,-73.27059173583984,-88.59567260742188,8.06475249646145,247.42390281385863,-73.28334615527034,-82.80021987319341,8.087120459368538,0.02330002536142552,5.795452734228455,0.011138916015660437,0.00038172794302226976
101,247.4143524169922,-73.6737060546875,-88.62384033203125,8.064790537424235,247.42509102760746,-73.65651963188522,-91.6964551058279,7.999341005383801,0.02026550978103855,-3.0726147737966447,-0.017028808593728535,0.0005342707227100618
102,247.42396545410156,-74.07683563232422,-88.5965805053711,8.064823586044133,247.38707979252206,-74.12723169088122,-84.06661282416486,8.194143616516877,0.06245249993585612,4.529967681206235,0.010231018066401042,0.00035121938708471134
103,247.43386840820312,-74.4799575805664,-88.6267318725586,8.06482473718851,247.42620524517363,-74.48716134946993,-92.27108037298693,8.060426242023338,0.010517526041418753,-3.6443485004283405,-0.019920349121064457,0.0004579993328661658
104,247.44345092773438,-74.88308715820312,-88.59998321533203,8.064838894711945,247.43439638336324,-74.85274954354986,-83.88204694581638,7.959054471204456,0.03166000057831322,4.717936269515642,0.006828308105461745,0.0002137453884643037
105,247.453369140625,-75.28620910644531,-88.62832641601562,8.064815413906723,247.44487444529773,-75.31280774703185,-92.5064016989387,8.131671745119325,0.02792216914487863,-3.8780752829230707,-0.021514892578109783,0.00033577961221453734
106,247.46298217773438,-75.6893310546875,-88.598388671875,8.06480183053237,247.47365097755429,-75.6552884297414,-83.5958840792703,7.950520834524567,0.03567525196572395,5.002504592604699,0.008422851562507074,0.00015272827658918686
107,247.472900390625,-76.09246063232422,-88.62725067138672,8.064773444385382,247.45886062644027,-76.07212188708503,-92.71592532164371,7.996455647759999,0.02471395428229491,-4.088674650256986,-0.020439147949241756,0.0002749479972408153
108,247.48252868652344,-76.4955825805664,-88.59739685058594,8.064754071729931,247.49452997482905,-76.50459458260781,-83.6079615008372,8.088638651261261,0.015008234466074011,4.989435349748729,0.009414672851570782,7.645688674529083e-05
109,247.4924774169922,-76.89871215820312,-88.6258544921875,8.064730807077304,247.4877964016206,-76.89030640732449,-92.5759513504439,8.032760064156076,0.009621255258157468,-3.9500968582563902,-0.019042968749998994,0.0002291851633344777
110,247.50205993652344,-77.30183410644531,-88.59874725341797,8.06473239349263,247.5032299792614,-77.26855583129618,-84.03292040602557,7.967232039872117,0.03329883777115654,4.565826847392403,0.008064270019517141,1.5439774870174006e-05
111,247.51194763183594,-77.7049560546875,-88.6297607421875,8.064722424597802,247.54415096267437,-77.70405378819338,-92.3822271199708,8.077902823490671,0.03221596812010541,-3.752466377783309,-0.02294921875001863,0.00010696544268284924
112,247.521484375,-78.10808563232422,-88.60350799560547,8.064749706059526,247.51975208069103,-78.09980496037612,-84.49267466400816,8.060257889148389,0.008459927392414307,4.1108333315973,0.0033035278320520493,-0.00018305133562535048
113,247.53140258789062,-78.5112075805664,-88.63201904296875,8.064751242468436,247.53908537580816,-78.50523568926012,-92.8476463864186,8.072907335888395,0.00973081270808775,-4.215627343449859,-0.025207519531229888,-6.1017111875116825e-05
114,247.541015625,-78.91433715820312,-88.60409545898438,8.064777616319173,247.54383343341172,-78.91366501610322,-84.42971443154472,8.088590210625584,0.002896863691584454,4.174381027439653,0.0027160644531165077,-0.0002438829505990725
115,247.5509490966797,-79.31745910644531,-88.63225555419922,8.064784716297682,247.52119572870814,-79.36587197883776,-93.48968440579718,8.215725573410209,0.0568248987587123,-4.857428851597967,-0.025444030761698537,-0.00013710300481761806
116,247.56056213378906,-79.7205810546875,-88.60079956054688,8.06479456388069,247.53936429630005,-79.68699841045083,-84.52782307594347,7.9629866719554725,0.03971325103964133,4.072976484603395,0.006011962890631485,-0.00032052533424575813
117,247.57049560546875,-80.12371063232422,-88.6267318725586,8.064795750179938,247.5801525772444,-80.1245658781438,-92.53487527860004,8.082729404011644,0.009694769171450578,-3.908143406041439,-0.019920349121064457,-0.00018305133562535048
118,247.58009338378906,-80.5268325805664,-88.59822845458984,8.064791960306971,247.59050138458713,-80.53511758661723,-84.03621158199678,8.09960844890167,0.013302924711309302,4.562016872593069,0.008583068847643555,-0.00038172794302226976
119,247.58999633789062,-80.92996215820312,-88.62810516357422,8.064776941223771,247.5996410283529,-80.87061533334521,-92.67493734355145,7.9086114525608115,0.06012541621334984,-4.046832179977229,-0.021293640136738103,-0.0003052710562769789
120,247.59962463378906,-81.33308410644531,-88.59844207763672,8.064773579711716,247.59759039786584,-81.30484603438632,-84.14588252310634,8.020816231721819,0.028311249167078792,4.45255955453039,0.008369445800794913,-0.0004730681139335502
121,247.60955810546875,-81.7362060546875,-88.62496185302734,8.064760192003599,247.59794211868078,-81.71904914017257,-92.8054419375712,8.055857168288028,0.020719335528218617,-4.18048008454386,-0.018150329589836568,-0.00033559411531314254
122,247.61923217773438,-82.13933563232422,-88.59384155273438,8.064751382819624,247.6352775150437,-82.1268150403964,-83.6277907483122,8.067548645852947,0.020352348060924532,4.9660508044221885,0.012969970703123524,-0.0004579993328661658
123,247.6291961669922,-82.5424575805664,-88.62200927734375,8.064748205157267,247.6334120400879,-82.51724366160508,-92.5065232582813,8.02961489558369,0.025563945222668107,-3.884513980937561,-0.015197753906265448,-0.00032033983734436333
124,247.63880920410156,-82.94558715820312,-88.59475708007812,8.064756407362022,247.5873307332921,-82.97482191144245,-84.89750117427306,8.185536407604639,0.05920053845907269,3.6972559058050627,0.01205444335939198,-0.0005035766698711086
125,247.64874267578125,-83.34870910644531,-88.62293243408203,8.064753643068792,247.62639855456825,-83.39135748771078,-92.90941241160952,8.214046857603066,0.048147109750695555,-4.2864799775274856,-0.016120910644520026,-0.00036628816815209575
126,247.65841674804688,-83.7518310546875,-88.59213256835938,8.064764994279018,247.70298852667815,-83.7523095149071,-83.130225257695,8.064463313158926,0.0445743465968661,5.4619073106643805,0.01467895507811621,-0.0005188309478398878
127,247.6683807373047,-84.15496063232422,-88.62042236328125,8.06476775942931,247.6506420838594,-84.1613604965098,-92.86416166957109,8.065240148480733,0.018857838891189707,-4.243739306289838,-0.013610839843743158,-0.00035084839328192174
128,247.67803955078125,-84.5580825805664,-88.5904541015625,8.064772411912315,247.6857668606723,-84.55129252734719,-83.74547294668197,8.029281004743025,0.010286697277162074,4.8449811548805375,0.016357421875016744,-0.0004881368950009346
129,247.68800354003906,-84.96121215820312,-88.61885833740234,8.06476978464198,247.7181864144763,-84.920588767693,-92.06926432164855,7.947817415341805,0.05060894946381848,-3.450405984246195,-0.012046813964840874,-0.00032033983734436333
