System,Mean_RMSE,Mean_Std,Median,P95,Max_Peak,Max_Std
GPS,6.110910565081324,0.05379800201211205,5.714473232207544,12.115856618177729,19.319447400046975,0.7026804816703587
RTK,0.9728062834786642,0.008346100350803576,0.9163086689400141,1.99155990879115,4.464058179589747,0.4541495786366736
INS_EKF,0.8567481286148017,0.07163924401448833,0.3453773473721883,8.93622064992115,10.309220837702384,1.3803291796789976
