Duration,Mean,Mean_Std,Median,P95,Max,Max_Std
5s,1.1828012389503506,0.08118733240509413,1.0860684776683172,2.538586873867244,2.728279037998598,0.1890311254720029
10s,3.338463421963488,0.14513405035970076,2.9319224339223187,7.625377807440957,8.26732717403922,0.35922251103171926
20s,9.859010160372497,1.1824823493748937,8.237566658011039,23.797515309034836,25.8383543020339,3.113718523895412
30s,17.773856013194397,1.1840755818543542,15.931098421468425,38.76495166044523,40.58654761889716,2.7858936984928135
60s,53.60593322033392,4.042009465936062,41.16033464774363,138.46156483974988,155.73693168850514,11.71980197001434
120s,156.33668521377544,16.32421525426028,156.6133721458293,343.4837199947511,362.5985053474764,52.35608085689716
