step,gt_x,gt_y,gt_yaw,rtk_x,rtk_y,rtk_yaw,cart_x,cart_y,cart_yaw,odo_x,odo_y,odo_yaw,gyro_bias_rate,gyro_bias_offset,rtk_innov_norm,cart_innov_norm,odo_innov_norm,nees_rtk,nees_cart,nees_odo,nis_rtk,nis_cart,nis_odo,lane_width,avg_confidence,lane_confidence,temporal_iou,temporal_dice,speed_kmh,adaptive_threshold,lane_heading,rtk_pxx,rtk_pxy,rtk_pyy
10,52.99010467529297,133.9479217529297,-3.137627473042774,52.9722386663178,133.95002993640813,-3.137010833904895,53.03537111654234,133.86915314217663,-3.0684523142334448,52.35092388135281,133.94235394426448,-3.137010833904895,-0.0001847402918458626,-0.0001847402918458626,0.14796778221267276,0.4299539296194324,5.038864119288888e-07,0.2170086648070572,0.09126880532000013,2.86246006177265,0.404176830012634,0.48488703550390494,1.9396290099906193e-12,239.0,0.16729679703712463,0.9972475171089172,0.9830239414261185,0.9914393073027283,6.538761350238917,0.3,1.1881120043744524,0.00990175884700026,-0.00010199010140693063,0.028933329060305445
11,52.88388442993164,133.9490509033203,-3.1387478649133707,52.898741318772096,133.94758986999793,-3.1380965054111467,52.97729526657425,133.81422709254247,-3.031495341747089,52.235742921145295,133.9418262054472,-3.1380965054111467,-0.0003803803396062547,-0.0003803803396062547,0.11617426852518743,0.13344494272452403,1.3576317496877266e-06,0.28425369736859357,0.2947841699245961,2.7033754558090184,0.2516998479402124,0.045742077280903876,1.4080392246831704e-11,240.0,0.1587931513786316,0.9955188035964966,0.9658014674984646,0.9826032622993949,8.29311419207312,0.3,1.2810788110532825,0.009883716840995115,-9.040962782744336e-05,0.028933418832379484
12,52.756736755371094,133.950439453125,-3.1400259159204995,52.802063631161644,133.95474988232013,-3.139170867740932,52.860090521568985,133.87230381106073,-3.095982875899879,52.100872825264524,133.9413546826204,-3.139170867740932,-0.0005722558045651307,-0.0005722558045651307,0.11336249606904573,0.19128780158170045,1.5567530349258618e-06,0.5112613740222053,0.18507984189980634,2.565183002008816,0.23775823687624228,0.09307349452011006,1.8513506933489555e-11,239.0,0.15422268211841583,0.9952346682548523,0.9735954327234981,0.9866210841195227,9.710703963420533,0.3,1.292543440621121,0.009873488499335413,-7.212061225476323e-05,0.0289335790005876
13,52.61079406738281,133.95211791992188,-3.1414086291584686,52.680028757413304,133.9482009943597,-3.1404815786851614,52.68674032826563,133.9712329263465,2.54657372576621,51.94747218774567,133.9409831898229,-3.1404815786851614,-0.0008042726847874948,-0.0008042726847874948,0.0888313738624248,0.7055089197532624,2.635372915449352e-06,0.8017408115479321,6.274650481956763,2.4471074792504894,0.14457641758938214,0.4160421060061941,5.305551116848889e-11,231.5,0.15321487188339233,0.9937206506729126,0.9523279126754288,0.9755819260611592,11.04487449840061,0.3,1.2062364319676842,0.009867692736740133,-5.1335004796872334e-05,0.028933711895741794
14,52.44718551635742,133.95407104492188,3.140343098406328,52.53918807975715,133.94750491942924,3.1413286596536913,52.559818207180314,133.98317954496244,2.548763969829542,51.77711027060454,133.94079392224577,3.1413286596536913,-0.0010455492292854808,-0.0010455492292854808,0.08438085766186759,0.14557160028187358,3.221227787619796e-06,1.1718917565442022,2.3576279261737803,2.3434833337225243,0.1321575139708296,0.0557595195760059,7.926598619040976e-11,227.0,0.14958135783672333,0.996356189250946,0.9513305322128851,0.9750583168849811,12.266060987756486,0.3,1.1466076523215702,0.009864413729105542,-2.73005647054106e-05,0.028933808079213384
15,52.2673225402832,133.956298828125,3.138889012451145,52.38543582249132,133.96155236939563,3.13989763145549,52.43208087944107,134.1474752508651,2.0723708046161295,51.59100209508363,133.94084307818338,3.13989763145549,-0.001294463782827585,-0.001294463782827585,0.10078897025715523,0.6204554415960105,3.811198766801027e-06,1.7171711325653964,23.83440335747542,2.2516644266869994,0.18378720912990007,1.167883911373054,1.1095965320478225e-10,226.0,0.14410685002803802,0.9935844540596008,0.9843816369874203,0.9921293551998946,13.399783657447394,0.3,1.1321944534764328,0.00986258895725219,-1.380548430871877e-06,0.028933845747255806
16,52.07233428955078,133.9588165283203,3.1374415843986867,52.21169901782587,133.96992979260025,3.1385403310935063,52.32421614205979,134.10216573757614,2.078923718191051,51.390083197950375,133.94118366680536,3.1385403310935063,-0.0015285211675717429,-0.0015285211675717429,0.07885087184280735,0.4686451938107076,3.701460449256899e-06,2.2620590222289674,8.2714291031652,2.1696729619339807,0.1155724139614373,0.5781585465207437,1.0466167110340872e-10,229.5,0.14585885405540466,0.9950911402702332,0.9401360970867697,0.969144482697312,14.466176063604621,0.3,1.1302427226370166,0.00986161923530004,2.55861022300143e-05,0.02893381102792508
17,51.86287307739258,133.9616241455078,3.1360221195376745,52.01729464657609,133.97130494300526,3.1371551119639367,52.219333831528324,134.0724627077762,2.096931193932253,51.174889719433814,133.94184054167445,3.1371551119639367,-0.0017653537418623713,-0.0017653537418623713,0.05518885270919142,0.46037813841607295,4.12921840542424e-06,2.69666865517692,5.4458247021145,2.095842382207303,0.05531023933638836,0.5559063976077493,1.3024951660607458e-10,234.5,0.1485101282596588,0.9946601390838623,0.969765939777935,0.9846509376512655,15.493996714501964,0.3,1.1457360718054148,0.009861160760980255,5.201959604634317e-05,0.02893370331328669
18,51.63934326171875,133.96473693847656,3.1346489936796296,51.81497172490338,133.9888276220578,3.135711335159698,52.041254621256655,134.02668839173188,2.1584129160993504,50.945763852482344,133.94285734732154,3.135711335159698,-0.002010108602569732,-0.002010108602569732,0.08167741603288833,0.5697241675878773,4.776153351038204e-06,3.4103854924447554,3.959715308896166,2.0288076996241577,0.12061350910528178,0.8394661122752684,1.7425899308509435e-10,234.5,0.13855129480361938,0.988108217716217,0.9823652088572655,0.9911041663443538,16.49721803081574,0.3,1.1481492808329221,0.009861024145115737,7.851425809139784e-05,0.028933521595263904
19,51.402034759521484,133.9681854248047,3.1333317942044765,51.59611341181246,133.97025314792052,3.1344574989901997,51.740614676696985,134.1024482661523,2.2716911281923338,50.70293451094152,133.94428555590127,3.1344574989901997,-0.0022208799501218426,-0.0022208799501218426,0.08134392741649067,0.5259794786348763,3.817596881283691e-06,4.075048577240524,2.50632860169325,1.9675611581257764,0.10120755628700294,0.6882194194656089,1.1133208541420616e-10,241.5,0.15082471072673798,0.9955658912658691,0.9048989711875517,0.9500755524303945,17.484009462287215,0.3,1.2442687284289413,0.00986110386302006,0.0001054368010741393,0.02893326197758623
20,51.15110778808594,133.971923828125,3.1320862337626463,51.36038693993581,133.97369083421634,3.1333466966495056,51.56273223709405,134.15675946299277,2.341781131773164,50.4465801525445,133.9461147439816,3.1333466966495056,-0.0024060529912269825,-0.0024060529912269825,0.05627591427858038,0.2752135549011196,3.1631892758454683e-06,4.690525066673018,2.522025604250115,1.9106124755177514,0.05734424710110554,0.18570032498986352,7.643507001721764e-11,233.0,0.12987370789051056,0.9895791411399841,0.908324724049807,0.951960337360383,18.457979028930144,0.3,1.162151970902838,0.00986130306564831,0.00013020249814235473,0.028932956708377887
21,50.88715362548828,133.97598266601562,3.1309226986823906,51.11284734789775,133.98026048546362,3.1322882240872865,51.281781485373514,134.14998546841673,2.5131039668142847,50.178841496488744,133.94832258349507,3.1322882240872865,-0.002581046099302921,-0.002581046099302921,0.058300485499548985,0.4654175560075641,2.999748976328931e-06,5.409645277728495,1.9079236654641432,1.8536684222443869,0.06252220766296589,0.4964568426860295,6.874058696351258e-11,227.0,0.13229237496852875,0.9892505407333374,0.9655876590225461,0.9824925941005518,19.277834226798927,0.3,1.1520978799103687,0.009861565998546026,0.0001523505379179571,0.02893262901593492
22,50.61891555786133,133.98023986816406,3.1298355963254205,50.85290227916486,133.99265291178958,3.1312695149155783,50.89203590818919,134.091900019581,2.7675640396803933,49.90904240118215,133.9508330096553,3.1312695149155783,-0.00274808652967928,-0.00274808652967928,0.035400486106900025,0.5949919400429089,2.800010053150004e-06,5.7940162338923935,0.834738141574692,1.7954844336971312,0.021903644489845376,0.772777925740052,5.989122593699214e-11,215.0,0.14251092076301575,0.9929737448692322,0.940070961303914,0.969109872838977,19.426371612325546,0.3,1.0805254616726212,0.009861876612111058,0.0001728847894574122,0.028932279158608673
23,50.34699630737305,133.98464965820312,3.128854487779835,50.592489050807,133.99215598143294,3.1302535720909006,50.623988950201124,134.15921358207643,2.807231642298893,49.635166888697356,133.95366039395998,3.1302535720909006,-0.002913320709143312,-0.002913320709143312,0.04827398817342591,0.11887069345586798,2.8269280152315446e-06,6.347404787036981,0.9690768220672432,1.7423666227732295,0.04129495816630373,0.0329447047008794,6.104828994907956e-11,222.0,0.13831350207328796,0.9895568490028381,0.9770571428571428,0.9883954506698267,19.720083469264495,0.3,1.0775490854436636,0.009862228495076748,0.00019248739037186992,0.028931903970044498
24,50.0679817199707,133.98928833007812,3.12796472565964,50.324306039227835,134.00441972674105,3.1295533836816176,50.37035507411417,134.00232568923866,3.0203935676053337,49.35231540101992,133.95686781980356,3.1295533836816176,-0.0030262830010832496,-0.0030262830010832496,0.04214157780470161,0.49956439694031285,1.3868074226763838e-06,6.898278744414515,0.9698795834853032,1.6972614148426954,0.03158597874347075,0.5420594712595852,1.4691965370303638e-11,222.5,0.12561851739883423,0.9856622815132141,0.9881542229056325,0.9940418218275566,20.366614206945574,0.3,1.0852169428533254,0.009862612224889895,0.00021137527714412165,0.02893150454962585
25,49.78010559082031,133.9941864013672,3.127165511016507,50.04474338224956,134.00342947649824,3.1287852462508967,50.12146971805796,134.02812249981596,3.025457613669534,49.06081070496222,133.96037750883363,3.1287852462508967,-0.003149217485361127,-0.003149217485361127,0.03341893583524145,0.023485049959707,1.7201044153480893e-06,7.332071560925215,1.2704234784726003,1.6545413196768148,0.018504217593491117,0.0013701575991438512,2.2602553967843466e-11,224.5,0.14441964030265808,0.9864218235015869,0.9814272850067537,0.9906265977390217,20.989856600558255,0.3,1.0958094939864909,0.009862948339801064,0.0002266021580723451,0.02893115547986003
26,49.48126220703125,133.9993896484375,3.1263745521727535,49.751564276597456,133.98995831298657,3.128251133915196,49.81017981537435,134.10795657583674,2.989508241420223,48.75687052397563,133.9642704142063,3.128251133915196,-0.0032340205272662743,-0.0032340205272662743,0.030413429753631618,0.16240653433043514,8.671393878501021e-07,7.64593487840135,1.2531236055749209,1.6177181920498966,0.010638518755559458,0.06584445813766766,5.7441798688913085e-12,224.5,0.1460379809141159,0.9800999164581299,0.9767305271989931,0.9882283030080081,21.885486424672962,0.3,1.0864913284181608,0.009863286337121123,0.0002407918994425223,0.02893080790810061
27,49.170555114746094,134.0048828125,3.1255971754505594,49.449672627688365,133.9886147513449,3.1272007076352804,49.43202182891997,133.9982541553932,-2.817355596309824,48.441711600309354,133.96847540406293,3.1272007076352804,-0.003399489205951852,-0.003399489205951852,0.03159440118236586,0.5815636847234213,3.4777573771904713e-06,8.145687082865551,3.0690015707829343,1.5816298441961054,0.018118612177011655,0.5561871820650137,9.239400865987006e-11,223.0,0.15038654208183289,0.9912159442901611,0.9582263842270048,0.978667626935542,22.693457041346136,0.3,1.066261958810191,0.009863594599311954,0.0002528864175840236,0.028930494855689638
28,48.84440994262695,134.00933837890625,3.126404113260853,49.137245327223674,134.01697670174912,3.126523962742308,49.18057277359312,133.96051033088264,-2.8258299845402606,48.10835087027561,133.9732734614768,3.126523962742308,-0.0035052618955150657,-0.0035052618955150657,0.06389404592852828,0.1439166618392569,1.5268955539937679e-06,8.92087424986036,1.9683451276237949,1.553495713502487,0.05407550825744236,0.05206186525174205,1.7810098368676857e-11,235.5,0.15002267062664032,0.9922270774841309,0.9838397270966437,0.9918540431050814,24.004456067315548,0.3,1.0784217688615703,0.009864049929279157,0.0002695036369276751,0.028930039318271678
29,48.505393981933594,134.012939453125,3.127595078900337,48.808028910280015,134.01341825724478,3.127939792985728,48.91384508752742,133.92611883128143,-2.8418158829466815,47.76468089218901,133.9784524481697,3.127939792985728,-0.0032856860270951823,-0.0032856860270951823,0.04563264149050212,0.15474313936879894,6.889901736251147e-06,9.514010165482798,2.190244851458938,1.5214993805501045,0.03021798302437811,0.06001327382527295,3.6264021332896636e-10,236.0,0.16071441769599915,0.9965109825134277,0.9252367781409773,0.9611667392250762,24.74703810030413,0.3,1.1693781389023306,0.00986438328637377,0.0002810710461401726,0.028929705781359276
30,48.15358352661133,134.01641845703125,3.128846231980456,48.46551941638021,134.01436428203615,3.1290510870721473,48.53246738291667,133.9218770403856,-2.9006276905329322,47.40727411087999,133.9833323109214,3.1290510870721473,-0.003114663466279027,-0.003114663466279027,0.032529205700010964,0.27953383532523995,4.414292617660465e-06,10.09516762137147,1.7162957673608694,1.4931579436643267,0.019524965637747825,0.1876778213095042,1.4885576620303656e-10,236.0,0.15392367541790009,0.9940062761306763,0.9813696889171312,0.990597256439786,25.73568030824539,0.3,1.2013515256681988,0.009863982601357861,0.00026716798806539525,0.028930103618024144
31,47.789154052734375,134.01979064941406,3.1300699545013475,48.11368499821978,134.01094664184333,3.1306153463285877,48.09179334721554,133.97366524206151,-3.009618099596751,47.03851993320003,133.98795710351612,3.1306153463285877,-0.0028757669439842862,-0.0028757669439842862,0.04592266019041878,0.3987110773511986,9.023775310978976e-06,10.914433565495626,1.025701888523755,1.463757171743286,0.03872248625913198,0.36760654073775206,6.220242651154445e-10,236.0,0.14085450768470764,0.993196427822113,0.9942496862138416,0.997116552743666,26.552376089883673,0.3,1.2071124226462624,0.009863417614296977,0.0002455953253945302,0.028930683631952073
32,47.41397476196289,134.02304077148438,3.131005522992292,47.75370482147567,134.0407061659883,3.13232391633756,47.81818851039621,133.93675978076996,-3.0057370374532075,46.6597272833046,133.99211507831518,3.13232391633756,-0.0026168050342787203,-0.0026168050342787203,0.06959382328507335,0.17184489540270512,1.1058415692488666e-05,11.932530385561062,1.8406088090474904,1.4344299911039728,0.06797653292747471,0.07741861182133697,9.34127394065451e-10,246.0,0.12311932444572449,0.996073842048645,0.926981351981352,0.9621072368222094,27.27469832880911,0.3,1.6107209831209006,0.00986275166191246,0.00021720469640670967,0.0289313716539554
33,47.03328323364258,134.02615356445312,3.1318540061155913,47.38409066565994,134.0433457009298,3.1331651919543653,47.386317828670826,134.01050099999875,2.912493548043935,46.27847191053457,133.99564887712427,3.1331651919543653,-0.002490253221509287,-0.002490253221509287,0.044935637332906134,0.46271514926208984,2.6984298973076193e-06,12.70942612682241,2.4345666607837413,1.4005952451764085,0.033498445057327235,0.423927995853307,5.56235983561613e-11,248.0,0.12543092668056488,0.997040867805481,0.9816997131811946,0.9907653582946591,27.451561857444116,0.3,1.614838258014499,0.009862109944657577,0.00018641442232411744,0.02893202371530528
34,46.65189743041992,134.02911376953125,3.1325956964791786,47.01051723583216,134.028277038364,3.134063975395634,47.03455701236059,134.07321780643915,2.9163139567049985,45.89730136064949,133.99886119149375,3.134063975395634,-0.0023560581212646223,-0.0023560581212646223,0.044528261216504036,0.04084339860403255,3.079248815041069e-06,13.270032110770345,1.9455214660014521,1.3668540470321815,0.02496187842266164,0.004128242294328006,7.243192399855458e-11,238.5,0.12432964146137238,0.9965726137161255,0.9479065085406901,0.9732566777558864,27.44524952156757,0.3,1.4725015374520871,0.009861701626472092,0.0001649230295398799,0.02893242106298813
35,46.27336502075195,134.0319061279297,3.133210886690987,46.63560832764049,134.0254269449244,3.1349069217339753,46.76183713119213,134.19571235875063,2.894579982044335,45.52063759580765,134.00169697352248,3.1349069217339753,-0.002231130849153709,-0.002231130849153709,0.016128062191563576,0.22684804989589885,2.6764917961941137e-06,13.538867820386471,2.9868891803638355,1.3316388590799895,0.0046450872750829104,0.13115301191896894,5.472355619682385e-11,234.0,0.12407350540161133,0.9970736503601074,0.9821934039892042,0.9910167211862577,27.120555564423636,0.3,1.313843507819641,0.00986139709677516,0.0001470806153519589,0.028932712298248772
36,45.898895263671875,134.03456115722656,3.1337232788847182,46.25980253121273,134.02914693063184,3.1354831910424883,46.39591292424688,134.17491440163306,2.959654612035859,45.147554499191635,134.0041913245255,3.1354831910424883,-0.0021463529992402724,-0.0021463529992402724,0.012124751461150251,0.23495758753013327,1.2389854697758551e-06,13.440092487812967,2.860806841817636,1.2989087000050976,0.0012331644595497797,0.12249545924005392,1.1726800236140307e-11,217.0,0.12702450156211853,0.9975517988204956,0.9562615849891061,0.9776418371926792,26.862581205628782,0.3,0.9449808088877522,0.009861155087078492,0.00013124312963146834,0.028932944114749677
37,45.52958297729492,134.03709411621094,3.1341392646469886,45.893827718132826,134.03114543471108,3.1360462566387852,45.938251900259544,134.25073942712254,2.980983605494547,44.78067646140394,134.00643276289537,3.1360462566387852,-0.0020641213541842864,-0.0020641213541842864,0.01667709245184195,0.2780095692631416,1.1631822331992225e-06,13.685875814823063,2.533102770029575,1.265847068835609,0.005111792911730031,0.20205736242341568,1.0335801570425698e-11,213.5,0.14276942610740662,0.9987806081771851,0.9740037460440483,0.9868306967461188,26.415709707737662,0.3,0.9303580374989132,0.00986098335164964,0.00011890879582414032,0.028933106919728953
38,45.16534423828125,134.03948974609375,3.1344849429564805,45.5247651876145,134.0357201813387,3.1365573169195127,45.53957752518105,134.2131661965768,3.000155503043594,44.41802241126803,134.00844419368403,3.1365573169195127,-0.0019900247421990327,-0.0019900247421990327,0.018490860352106318,0.25294355106104094,9.472038025037932e-07,13.330336745785855,1.9023910740279488,1.235708310530491,0.006098292811277618,0.15688968195396016,6.853881163459643e-12,211.5,0.1468026340007782,0.999399721622467,0.9861577315303219,0.9930306298186032,26.111491538303035,0.3,0.941118478854478,0.00986084718807728,0.00010805960038067468,0.028933236511432803
39,44.80608367919922,134.04176330566406,3.134774162250863,45.16663623127864,134.04450944768445,3.1369685781039394,45.21206332517041,134.1753725774506,3.033539823508808,44.060755400876246,134.01024316113282,3.1369685781039394,-0.0019308259287225229,-0.0019308259287225229,0.011401150482128265,0.22412307833886966,6.042739038036871e-07,13.41094013073068,1.996014210281684,1.206214400250682,0.0016290895750417779,0.12238496238234423,2.7894510072403977e-12,219.5,0.14185523986816406,0.9976707696914673,0.8893576717754434,0.9414391833386502,25.723549635005806,0.3,1.089477407583282,0.009860736326542502,9.828528014537089e-05,0.028933342652281077
40,44.450077056884766,134.04397583007812,3.1350173088583877,44.80589181598941,134.0413024387346,3.137289076698213,44.89484168636455,134.16464623260012,3.0600237883921952,43.70530377396826,134.01188680419375,3.137289076698213,-0.0018850209205646207,-0.0018850209205646207,0.022070555164690215,0.15411295036770828,3.6512148504641573e-07,13.067821826453283,2.3167047743140867,1.1803149629050054,0.007078310083588584,0.05863217458209972,1.0184203006703386e-12,226.0,0.15507358312606812,0.9962491989135742,0.9902558206381143,0.9951040568449329,25.592789865087127,0.3,1.1000740435203946,0.00986065087407403,9.005347682634204e-05,0.02893342425784236
41,44.09584426879883,134.04612731933594,3.135209056456873,44.45218868199812,134.0533742388594,3.1376013211992007,44.56188575463044,134.15970352122977,3.082517340913493,43.35158521058107,134.0134090652499,3.1376013211992007,-0.0018407115718146099,-0.0018407115718146099,0.01662081211060939,0.09432743914785266,3.448668524086429e-07,13.105318312447624,2.5207243655960974,1.1555680238128017,0.0021266395853946447,0.021114061407156777,9.085641695954134e-13,224.5,0.15566876530647278,0.9959338307380676,0.9836178256386757,0.9917412647993069,25.467971551466853,0.3,1.1265274941825507,0.009860587086714154,8.339742604380556e-05,0.028933484972739287
42,43.74092102050781,134.047607421875,3.1359251804739956,44.096963584629975,134.06281245576778,3.1379431433717073,44.16127289844157,134.1226636277494,3.128497758709184,42.99560712997518,134.01482989533116,3.1379431433717073,-0.0017925460361341197,-0.0017925460361341197,0.0034350180685306306,0.15653245189969023,4.1593661848082775e-07,13.088007701863033,2.0278949971713893,1.1342486470227446,0.000107140751237831,0.055238691762948156,1.3216209486309641e-12,241.0,0.1517520248889923,0.9962185025215149,0.8930440470998692,0.9435005471404712,25.63062500481468,0.3,1.553658168004704,0.009860533939894549,7.733277632367848e-05,0.02893353616608883
43,43.38379669189453,134.04861450195312,3.136890842685258,43.73676703823736,134.05541517059527,3.1389960074961563,43.76951328091863,133.97795228128706,-3.0388193483578885,42.63761921758741,134.01613628285756,3.1389960074961563,-0.001645224700942013,-0.001645224700942013,0.025717211048559976,0.2841895727891656,3.968403015974786e-06,12.862249401066215,1.732430923551675,1.1134973945687867,0.0066577668306733164,0.1557231946440798,1.2030250230916764e-10,253.5,0.14735360443592072,0.9903119802474976,0.9678395655371387,0.9836569835132455,25.775295455240077,0.3,1.6491039844428883,0.009860480648475578,7.006262222857041e-05,0.028933591913468046
44,43.02302551269531,134.0493621826172,3.1378019100941743,43.37779564611571,134.04702282408064,3.1399455080201815,43.3439610719498,134.0610508203126,-3.132440528054202,42.275015431495056,134.01707774230684,3.1399455080201815,-0.0015132875994627979,-0.0015132875994627979,0.011643970301936557,0.27949299220020574,3.2690691060821564e-06,12.991367276875131,1.1593911235768026,1.0949925112859331,0.001373114909189748,0.16769559514587307,8.163713305015388e-11,254.0,0.15328234434127808,0.9923893213272095,0.992738648757247,0.9963560945399029,26.10755568743067,0.3,1.6498388223323772,0.009860386598704123,5.436790412964308e-05,0.028933693341851995
