step,environment,gt_x,gt_y,ekf_x,ekf_y,error_m
61,TUNNEL,247.08212280273438,-59.78675079345703,247.19152496215318,-59.85569182747103,0.12931240720215847
62,TUNNEL,247.0926971435547,-60.24940872192383,247.20646859661565,-60.318204062178076,0.1329539107070588
63,TUNNEL,247.10354614257812,-60.71201705932617,247.22049148070505,-60.78071735839822,0.13563164528313348
64,TUNNEL,247.1141815185547,-61.174617767333984,247.2355619913957,-61.24318988370904,0.13941073965539902
65,TUNNEL,247.12509155273438,-61.637210845947266,247.2496807608122,-61.70570764510728,0.14217693998896722
66,TUNNEL,247.1357879638672,-62.09983825683594,247.26482215597704,-62.168220092105955,0.14603389376558773
67,TUNNEL,247.1467742919922,-62.5624885559082,247.2790063231842,-62.63079704975048,0.14883333095838033
68,TUNNEL,247.15753173828125,-63.02518081665039,247.29421036040983,-63.09337299358241,0.1527456013824843
69,TUNNEL,247.16856384277344,-63.48788833618164,247.30848156399003,-63.55600382833944,0.15561712303709757
70,TUNNEL,247.179443359375,-63.95061492919922,247.32378272984272,-64.01861458450414,0.15955502808938657
71,TUNNEL,247.190673828125,-64.4133529663086,247.33816375118928,-64.48125843683349,0.16237127311416746
72,TUNNEL,247.20162963867188,-64.8760757446289,247.35356197246355,-64.94386143016884,0.16636806549186087
73,TUNNEL,247.21290588378906,-65.33879089355469,247.36800152379067,-65.40648251443382,0.16922415041817
74,TUNNEL,247.223876953125,-65.80149841308594,247.38344088782117,-65.86905472090629,0.17327580322145608
75,TUNNEL,247.23513793945312,-66.2641830444336,247.39791684679454,-66.33164320225518,0.17620398851495836
76,TUNNEL,247.24618530273438,-66.72686004638672,247.4134013857426,-66.79418722159727,0.18026138504527783
77,TUNNEL,247.25747680664062,-67.18952941894531,247.42789764119175,-67.2567569775923,0.1832015433634115
78,TUNNEL,247.2684783935547,-67.6521987915039,247.44336218549947,-67.71929468032747,0.18731310413852062
79,TUNNEL,247.2797393798828,-68.1148681640625,247.4578571815541,-68.18186706837133,0.1903018771604539
80,TUNNEL,247.29074096679688,-68.57754516601562,247.47332134718386,-68.64441513222809,0.1944407048010027
81,TUNNEL,247.30198669433594,-69.04021453857422,247.4877904449473,-69.10700273385702,0.19744289496050577
82,TUNNEL,247.31295776367188,-69.5029067993164,247.50322468765395,-69.56956697778047,0.20160625425433365
83,TUNNEL,247.32423400878906,-69.9655990600586,247.51768792892824,-70.03216752156702,0.2045868502245776
84,TUNNEL,247.33526611328125,-70.42829895019531,247.5331562975136,-70.49473839527622,0.2087455984642003
85,TUNNEL,247.3466033935547,-70.8909912109375,247.54766092681066,-70.95734097123868,0.21172251266930053
86,TUNNEL,247.3575897216797,-71.35369110107422,247.5631371693129,-71.41991012883979,0.21595071860669857
87,TUNNEL,247.36886596679688,-71.8163833618164,247.57764514554256,-71.88250735827442,0.21900029311693453
88,TUNNEL,247.3799285888672,-72.27908325195312,247.5931487081005,-72.34506861824973,0.22319697088259233
89,TUNNEL,247.39129638671875,-72.74176788330078,247.6076872797435,-72.80765786806384,0.2262001518039272
90,TUNNEL,247.40237426757812,-73.20443725585938,247.62322295674903,-73.27021206311056,0.23043538959421767
91,TUNNEL,247.41372680664062,-73.66710662841797,247.63779438260676,-73.73279648307552,0.2334982561054108
92,TUNNEL,247.42481994628906,-74.1297836303711,247.65333729408337,-74.19534929138959,0.23773732173922027
93,TUNNEL,247.43612670898438,-74.59245300292969,247.66787521853652,-74.65793528352452,0.24082213509464337
94,TUNNEL,247.44720458984375,-75.05512237548828,247.68340292828825,-75.12049103966798,0.2450769620763627
95,TUNNEL,247.45852661132812,-75.5177993774414,247.69793711341137,-75.58308032893585,0.2481511457474489
96,TUNNEL,247.46958923339844,-75.9804916381836,247.71343712087338,-76.04564035724493,0.2524007682661159
97,TUNNEL,247.48095703125,-76.44318389892578,247.72796632666555,-76.50823270649228,0.25543088965023525
98,TUNNEL,247.49205017089844,-76.9058837890625,247.74346401148932,-76.97079468237446,0.2596581277588202
99,TUNNEL,247.50341796875,-77.36857604980469,247.75799209818217,-77.4333880042341,0.26269483590871884
100,TUNNEL,247.5144805908203,-77.8312759399414,247.77351519783366,-77.8959487023018,0.2669859431166419
101,TUNNEL,247.52584838867188,-78.2939682006836,247.7880731119247,-78.3585400403416,0.2700580085126775
102,TUNNEL,247.5369873046875,-78.75664520263672,247.8036387905126,-78.82109740817339,0.27433027848064984
103,TUNNEL,247.54837036132812,-79.21932220458984,247.81821592789953,-79.28368615341982,0.27741547849251424
104,TUNNEL,247.55946350097656,-79.68199157714844,247.8337611091476,-79.74624309077038,0.28172226545137624
105,TUNNEL,247.57080078125,-80.14466857910156,247.84831047211617,-80.20883161316816,0.2848306926320744
106,TUNNEL,247.58184814453125,-80.60734558105469,247.86382460932302,-80.67138943526007,0.2891579878854173
107,TUNNEL,247.5932159423828,-81.07001495361328,247.8783674690782,-81.1339786809568,0.2922374917637811
108,TUNNEL,247.60430908203125,-81.5326919555664,247.8938786118483,-81.59653729472642,0.2965244339526182
109,TUNNEL,247.6156768798828,-81.99537658691406,247.9084200708613,-82.05912761802871,0.2996043554964551
110,TUNNEL,247.62677001953125,-82.45807647705078,247.92393052163388,-82.5216871849442,0.30389255694831935
111,TUNNEL,247.6381378173828,-82.92076873779297,247.93847160601052,-82.98427821429307,0.3069753055162442
112,TUNNEL,247.64923095703125,-83.38346862792969,247.95398182412706,-83.44683810663537,0.3112696288221434
113,TUNNEL,247.6605987548828,-83.84616088867188,247.96852273262402,-83.90942917709947,0.31435656886492314
114,TUNNEL,247.67173767089844,-84.30885314941406,247.9840778134291,-84.37198694190043,0.31865693212260837
115,TUNNEL,247.68310546875,-84.77155303955078,247.99864483517388,-84.83457651993241,0.32177173717185864
116,TUNNEL,247.69419860839844,-85.23424530029297,248.0141801107871,-85.2971344755818,0.3261030668966661
117,TUNNEL,247.70558166503906,-85.69694519042969,248.02874567906443,-85.75972356525949,0.3292052616639934
118,TUNNEL,247.7167205810547,-86.15963745117188,248.04432524322894,-86.22227946910131,0.3335398583206774
119,TUNNEL,247.72817993164062,-86.62232971191406,248.05894269283772,-86.68486711426874,0.3366228317984329
120,TUNNEL,247.73934936523438,-87.08502960205078,248.0745585423625,-87.14742201094948,0.3409662814987647
121,TUNNEL,247.75079345703125,-87.54772186279297,248.08921078278783,-87.61000884583832,0.34410166321761326
122,TUNNEL,247.76202392578125,-88.01042175292969,248.10486074727046,-88.07256301487647,0.3484230511966245
123,TUNNEL,247.77346801757812,-88.47311401367188,248.11952078856993,-88.53514966583401,0.3515692569754751
124,TUNNEL,247.78463745117188,-88.93580627441406,248.13514824840755,-88.99770505607304,0.3559343733747165
125,TUNNEL,247.79611206054688,-89.39850616455078,248.14980564116956,-89.46029189875294,0.3590496148509268
126,TUNNEL,247.8072967529297,-89.86119842529297,248.16543184030957,-89.92284744381047,0.36340245224374046
127,TUNNEL,247.8187713623047,-90.32389068603516,248.18008860972807,-90.38543447471231,0.3665212015836888
128,TUNNEL,247.8299560546875,-90.78659057617188,248.19571447027613,-90.84798999059947,0.37087613385867346
129,TUNNEL,247.84141540527344,-91.24928283691406,248.2103710025116,-91.31057693368417,0.3740122979692491
130,TUNNEL,247.8526153564453,-91.71198272705078,248.22599668367994,-91.77313231046382,0.37835550356652514
131,TUNNEL,247.86407470703125,-92.17467498779297,248.24065306606647,-92.23571906385888,0.3814939576407481
132,TUNNEL,247.87527465820312,-92.63736724853516,248.25627859837988,-92.69827429814931,0.38584151036781034
133,TUNNEL,247.88673400878906,-93.10006713867188,248.27093483630244,-93.1608609557949,0.3889809302039828
134,TUNNEL,247.89791870117188,-93.56275939941406,248.2865602397149,-93.62341614200564,0.3933465214069036
135,TUNNEL,247.90939331054688,-94.02545928955078,248.3012163638215,-94.08600279851804,0.3964729770810688
136,TUNNEL,247.92059326171875,-94.48815155029297,248.31686765480904,-94.54855696105199,0.4008518532675718
137,TUNNEL,247.93206787109375,-94.95084381103516,248.33152783923515,-95.01114342841659,0.40398553192394837
138,TUNNEL,247.9432373046875,-95.41354370117188,248.34715490192733,-95.47369853075136,0.4083724144475618
139,TUNNEL,247.9546356201172,-95.87623596191406,248.36178563845797,-95.93628562220968,0.4115544910902101
140,TUNNEL,247.96575927734375,-96.33893585205078,248.37735491203216,-96.39884302823823,0.4159324900188849
141,TUNNEL,247.9771270751953,-96.80162811279297,248.39194859506634,-96.86143153010454,0.4191101789151034
142,TUNNEL,247.98822021484375,-97.26432037353516,248.40750859577088,-97.32398927669178,0.4235128385118997
143,TUNNEL,247.9995574951172,-97.72702026367188,248.42207201047762,-97.7865789339641,0.42669163443550057
144,TUNNEL,248.0106658935547,-98.18971252441406,248.43759983685487,-98.24913778254519,0.43104982687132176
145,TUNNEL,248.0220184326172,-98.65241241455078,248.45215620155616,-98.71172777279448,0.4342082587784096
146,TUNNEL,248.0331268310547,-99.11510467529297,248.46768073674272,-99.17428656296566,0.4385653802766791
147,TUNNEL,248.0444793701172,-99.57779693603516,248.48223552889453,-99.63687655732743,0.4417248648191948
148,TUNNEL,248.05560302734375,-100.04049682617188,248.49778527020717,-100.09943420279114,0.4460927597109036
149,TUNNEL,248.0669403076172,-100.50318908691406,248.51233304203734,-100.56202409861707,0.4492618907456479
150,TUNNEL,248.07801818847656,-100.96588897705078,248.52787192864693,-101.02458192988,0.4536664526467462
151,TUNNEL,248.08937072753906,-101.42858123779297,248.54244385598147,-101.48717100236692,0.4568457291355864
152,TUNNEL,248.1004638671875,-101.89127349853516,248.55798601986032,-101.94972872713124,0.4612412968681303
153,TUNNEL,248.11178588867188,-102.35397338867188,248.5725333751977,-102.41231853076582,0.4644269608300474
154,TUNNEL,248.12283325195312,-102.81666564941406,248.58804595067744,-102.87487765639457,0.46884058357938624
155,TUNNEL,248.1342010498047,-103.27936553955078,248.60258745041327,-103.3374680492459,0.47197639973618627
156,TUNNEL,248.14529418945312,-103.74205780029297,248.61812330192382,-103.80002634412698,0.47636931227153684
157,TUNNEL,248.15663146972656,-104.20475006103516,248.6326936733269,-104.26261616855692,0.479566166546954
158,TUNNEL,248.167724609375,-104.66744995117188,248.64823493763632,-104.72517442482419,0.48396517480520823
159,TUNNEL,248.1790313720703,-105.13014221191406,248.66277091551697,-105.18776484677153,0.48715943380160465
160,TUNNEL,248.1901092529297,-105.59284210205078,248.67829650382976,-105.65032345444962,0.4915596584494765
161,TUNNEL,248.20144653320312,-106.05553436279297,248.6928284505415,-106.11291372436193,0.49472070890674996
162,TUNNEL,248.2124786376953,-106.51822662353516,248.70832612918218,-106.57547306559037,0.4991411523224699
163,TUNNEL,248.22384643554688,-106.98092651367188,248.72285297043751,-107.03806367151641,0.5022670372123925
164,TUNNEL,248.2349395751953,-107.44361877441406,248.73834828811727,-107.50062328727417,0.506625943603518
165,TUNNEL,248.24630737304688,-107.90631866455078,248.7528739838949,-107.96321424359854,0.509751741675515
166,TUNNEL,248.2573699951172,-108.36901092529297,248.7683946948787,-108.42577300931413,0.5141674609976573
167,TUNNEL,248.26873779296875,-108.83170318603516,248.78295024672119,-108.88836326819714,0.5173246683705535
168,TUNNEL,248.2798614501953,-109.29440307617188,248.79850280592476,-109.35092086187211,0.5217117173050002
169,TUNNEL,248.29124450683594,-109.75709533691406,248.81309111230755,-109.81350994674294,0.5248871191450458
170,TUNNEL,248.30239868164062,-110.21979522705078,248.82867685031795,-110.27606620622807,0.5292779363660709
171,TUNNEL,248.31378173828125,-110.68248748779297,248.84327253081264,-110.73865463200316,0.5324614985745437
172,TUNNEL,248.32493591308594,-111.14517974853516,248.8588615612507,-111.20121065155233,0.5368575787497906
173,TUNNEL,248.33639526367188,-111.60787963867188,248.87348466499023,-111.66379813578575,0.5399925030294248
174,TUNNEL,248.34754943847656,-112.07057189941406,248.8890784478975,-112.12635411768136,0.5443944561797502
175,TUNNEL,248.35902404785156,-112.53327178955078,248.90370365504853,-112.58894173228022,0.5475171385625686
176,TUNNEL,248.37020874023438,-112.99596405029297,248.91929835798834,-113.05149813428535,0.5518907888432887
177,TUNNEL,248.3816680908203,-113.45865631103516,248.93392393775864,-113.5140860922235,0.5550306127774856
178,TUNNEL,248.3928680419922,-113.92135620117188,248.94951874424336,-113.9766427448289,0.5593894942044108
179,TUNNEL,248.40423583984375,-114.38404846191406,248.96410751464464,-114.43923160174509,0.5625846346692759
180,TUNNEL,248.41534423828125,-114.84674835205078,248.97965955825813,-114.90178968167427,0.5669932348161975
181,TUNNEL,248.42669677734375,-115.30944061279297,248.99421361644838,-115.36437937186608,0.5701698255044723
182,TUNNEL,248.43777465820312,-115.77213287353516,249.00973145647401,-115.82693835935876,0.574576557444392
183,TUNNEL,248.4491424560547,-116.23483276367188,249.02427754678848,-116.28952843373796,0.577730031171436
184,TUNNEL,248.46023559570312,-116.69752502441406,249.03979169633575,-116.75208742810207,0.5821188277978233
185,TUNNEL,248.47154235839844,-117.16022491455078,249.0543100412224,-117.2146783582249,0.5853062016346574
186,TUNNEL,248.48252868652344,-117.62291717529297,249.06979316348236,-117.67723856399466,0.589771463507956
187,TUNNEL,248.4938201904297,-118.08560943603516,249.08430497142854,-118.13982977362409,0.5929689044119573
188,TUNNEL,248.5048065185547,-118.54830932617188,249.09978504498687,-118.60238992855636,0.5974313002092245
189,TUNNEL,248.51608276367188,-119.01100158691406,249.1142954130906,-119.06498134014925,0.6006431450402868
190,TUNNEL,248.52716064453125,-119.47370147705078,249.12980076553563,-119.52754053995879,0.6050402962935542
191,TUNNEL,248.5385284423828,-119.93639373779297,249.14434092071176,-119.99013115288888,0.608191144855173
192,TUNNEL,248.5496063232422,-120.39908599853516,249.1598520958561,-120.45269026088857,0.6125955598399458
193,TUNNEL,248.5609130859375,-120.86178588867188,249.17436881096404,-120.91528118875588,0.6157837881098497
194,TUNNEL,248.57191467285156,-121.32447814941406,249.18985091521014,-121.37784135702987,0.6202361095157963
195,TUNNEL,248.58319091796875,-121.78717803955078,249.2043620020803,-121.84043254022399,0.623449723376531
196,TUNNEL,248.5942840576172,-122.24987030029297,249.21988650246016,-122.30299078995264,0.6278536496789544
197,TUNNEL,248.60574340820312,-122.71256256103516,249.2344746245257,-122.7655799782026,0.630962589145788
198,TUNNEL,248.61691284179688,-123.17526245117188,249.25007594878215,-123.22813545309711,0.6353668817146813
199,TUNNEL,248.62835693359375,-123.63795471191406,249.26471723902685,-123.69072295945833,0.638544380822353
200,TUNNEL,248.6395263671875,-124.10065460205078,249.28033185940137,-124.15327845173492,0.642962633756458
201,TUNNEL,248.65101623535156,-124.56334686279297,249.29497910702776,-124.61586556153055,0.6461009161226597
202,TUNNEL,248.66221618652344,-125.02603912353516,249.31063314955617,-125.07841962746981,0.6505292269691174
203,TUNNEL,248.67369079589844,-125.48873901367188,249.32529822801985,-125.54100603857852,0.6537003040296434
204,TUNNEL,248.68487548828125,-125.95143127441406,249.34093113859825,-126.0035609610967,0.6581234842690937
205,TUNNEL,248.6963348388672,-126.41413116455078,249.35559416765116,-126.46614733815422,0.6613082071961904
206,TUNNEL,248.70753479003906,-126.87682342529297,249.37122609037706,-126.92870240358464,0.6657158331697803
207,TUNNEL,248.71896362304688,-127.33951568603516,249.3858626061025,-127.3912896603329,0.668905671986132
208,TUNNEL,248.73008728027344,-127.80221557617188,249.4014640626206,-127.85384597432004,0.6733591032188947
209,TUNNEL,248.74156188964844,-128.26490783691406,249.41609430771243,-128.31643355320705,0.6764975110514142
210,TUNNEL,248.75274658203125,-128.72760009765625,249.43169282682874,-128.7789898351863,0.6808883230369114
211,TUNNEL,248.76409912109375,-129.19029235839844,249.4462696541135,-129.2415787003435,0.6840956987078382
212,TUNNEL,248.77517700195312,-129.6529998779297,249.46180711628563,-129.70413705571667,0.6885317166698147
213,TUNNEL,248.78648376464844,-130.11569213867188,249.476326338817,-130.16672738652963,0.6917278176128208
214,TUNNEL,248.79747009277344,-130.57838439941406,249.49177975715907,-130.62928858623877,0.6961732157269254
215,TUNNEL,248.8086700439453,-131.04107666015625,249.5062188145854,-131.0918814416148,0.6993964635602188
216,TUNNEL,248.81961059570312,-131.50376892089844,249.52161741581702,-131.55444458492974,0.7038335019103841
217,TUNNEL,248.8308868408203,-131.9664764404297,249.53604231899743,-132.0170385557554,0.7069658944457016
218,TUNNEL,248.8418731689453,-132.42916870117188,249.55143441552332,-132.47960193896952,0.7113513014819658
219,TUNNEL,248.85304260253906,-132.89186096191406,249.5658302831072,-132.94219695520755,0.7145627962541516
220,TUNNEL,248.86395263671875,-133.35455322265625,249.5811907293596,-133.40476147914737,0.7189932896452996
221,TUNNEL,248.87513732910156,-133.81724548339844,249.5955797807244,-133.86735668932394,0.722183120170793
222,TUNNEL,248.8838653564453,-134.27993774414062,249.6095242038256,-134.3298784783804,0.7273753087077514
223,TUNNEL,248.89076232910156,-134.7425994873047,249.62090126931088,-134.79243854063103,0.7318379624250488
224,TUNNEL,248.89617919921875,-135.20529174804688,249.63177965923316,-135.255072512686,0.737282958775984
225,TUNNEL,248.90089416503906,-135.66802978515625,249.6403875206878,-135.71775217385178,0.7411630987753053
226,TUNNEL,248.90451049804688,-136.1308135986328,249.64890680990987,-136.1805043285259,0.7460529724842223
227,TUNNEL,248.90771484375,-136.59361267089844,249.65557010189562,-136.64329027980432,0.749503403569762
228,TUNNEL,248.9100799560547,-137.05648803710938,249.66251781279027,-137.10611428254748,0.7540726042531449
229,TUNNEL,248.91220092773438,-137.51934814453125,249.66792565575216,-137.568947577024,0.757350624374968
230,TUNNEL,248.91366577148438,-137.98220825195312,249.67387549292044,-138.0317837180263,0.7618244859561024
231,TUNNEL,248.91506958007812,-138.44505310058594,249.67849240506507,-138.4946102466831,0.7650296206293877
232,TUNNEL,248.91261291503906,-138.90773010253906,249.68146107110928,-138.9571743547232,0.7704363835947954
233,TUNNEL,248.9063262939453,-139.3701934814453,249.6804970241554,-139.41965403355388,0.775749099728052
234,TUNNEL,248.89743041992188,-139.83262634277344,249.67773226476382,-139.88225069181456,0.7818782162725191
235,TUNNEL,248.88690185546875,-140.2951202392578,249.67156117265966,-140.34484373642678,0.7862332161803044
236,TUNNEL,248.87454223632812,-140.75767517089844,249.6643444723124,-140.80759629260916,0.7913783484267226
237,TUNNEL,248.8611297607422,-141.22030639648438,249.65449792164227,-141.27034723947813,0.7949447305929588
238,TUNNEL,248.84634399414062,-141.68299865722656,249.64431330818968,-141.73320108255695,0.7995469402561507
239,TUNNEL,248.8309326171875,-142.1457061767578,249.63210177648327,-142.1960020117555,0.8027463440121052
240,TUNNEL,248.8145294189453,-142.60838317871094,249.62004832135497,-142.6588274530394,0.8070968510357279
241,TUNNEL,248.79779052734375,-143.07102966308594,249.60636365486474,-143.1215519049552,0.8101499857881661
242,TUNNEL,248.78028869628906,-143.5336151123047,249.59315272580898,-143.58425644899373,0.8144399765906667
243,TUNNEL,248.76266479492188,-143.99612426757812,249.5785554050789,-144.04685236766682,0.8174661019767202
244,TUNNEL,248.74073791503906,-144.4581756591797,249.56187568026823,-144.5089698849046,0.8227072886832493
245,TUNNEL,248.71397399902344,-144.91969299316406,249.5406388795817,-144.97075819394723,0.8282405927503449
246,TUNNEL,248.6839599609375,-145.38104248046875,249.51693540942114,-145.43258847034173,0.8345688029446713
247,TUNNEL,248.6518096923828,-145.8423614501953,249.4892210944294,-145.8942675760276,0.8390185350613935
248,TUNNEL,248.61737060546875,-146.30372619628906,249.4599209646389,-146.35611146250284,0.8441773059340413
249,TUNNEL,248.58154296875,-146.76513671875,249.42754931408487,-146.81785149988872,0.8476470872346391
250,TUNNEL,248.5440216064453,-147.22659301757812,249.39446515491363,-147.27971276906166,0.8521008960968531
251,TUNNEL,248.50559997558594,-147.68804931640625,249.35906246477785,-147.7414150287808,0.8551292999979002
252,TUNNEL,248.46597290039062,-148.1494140625,249.32357833660782,-148.20314083444302,0.8592867101571564
253,TUNNEL,248.4258270263672,-148.61073303222656,249.2862811058622,-148.66464353131468,0.8621412673289348
254,TUNNEL,248.3848114013672,-149.07188415527344,249.2493061728912,-149.12611259564295,0.8661939354078168
255,TUNNEL,248.33985900878906,-149.53233337402344,249.2081379608773,-149.58669057109938,0.8699787603806295
256,TUNNEL,248.28927612304688,-149.9918670654297,249.16413972045356,-150.04692821041343,0.8765945720538603
257,TUNNEL,248.23577880859375,-150.45101928710938,249.11553565016527,-150.50665015420174,0.8815139781451825
258,TUNNEL,248.17947387695312,-150.90997314453125,249.06468494793324,-150.96636675008963,0.8870055687162537
259,TUNNEL,248.1212615966797,-151.3688507080078,249.01016476551538,-151.42576961682568,0.8907236416235728
260,TUNNEL,248.06103515625,-151.82766723632812,248.95439511743095,-151.88527595169535,0.8952154960273461
261,TUNNEL,247.9995574951172,-152.28648376464844,248.89587850063958,-152.34452661291053,0.8981983729527981
262,TUNNEL,247.9365997314453,-152.74522399902344,248.83691818407127,-152.80384814627342,0.9022250865385969
263,TUNNEL,247.87290954589844,-153.20391845703125,248.77587705041876,-153.26287837670023,0.904890372557375
264,TUNNEL,247.80813598632812,-153.66244506835938,248.71493592171657,-153.72191239166312,0.9087477567297801
265,TUNNEL,247.74302673339844,-154.12083435058594,248.65234156122668,-154.18062524056432,0.9112784462680489
266,TUNNEL,247.67710876464844,-154.5790252685547,248.59018456695776,-154.63932459277154,0.9150647131563001
267,TUNNEL,247.60728454589844,-155.0363006591797,248.52387884757374,-155.0968800446399,0.9185940212119684
